z,y,p_miss,y_obs
0.5772533103574027,0.35835293103233223,0.6982663527374307,0.35835293103233223
-0.8249055810580428,0.013221813589102405,0.15645694998112553,NA
-1.1572538576234426,-1.7279619602023595,0.09253593233579789,-1.7279619602023595
0.7779987740062135,0.08615655516164517,0.7685955411407385,NA
-1.2042217859730673,-1.0624954922866179,0.08567702149854149,-1.0624954922866179
0.30671410214768013,-0.1056114230244313,0.5871231875606356,NA
-0.8336585406420559,0.24290724887103943,0.15438882744825586,0.24290724887103943
1.4181411635037482,0.4338828960676889,0.9131449580276452,0.4338828960676889
0.7117861178507183,0.28248420647979494,0.746723844233505,0.28248420647979494
-0.4024977228623734,-0.8765584294102851,0.2840427097993002,NA
0.7993622187145086,-0.832342939158967,0.7753641239406548,NA
0.4264844355569482,1.7206180611545634,0.6382258242621215,NA
-1.1698986699356224,-0.20753268319879803,0.09064229412561646,-0.20753268319879803
-0.20620016029301858,-0.35311628545415064,0.3609691374578664,NA
-0.9306103092436119,-0.18550940954765843,0.13295287853130158,-0.18550940954765843
0.4493975657917373,0.30638825243413564,0.6476934003185741,0.30638825243413564
-0.6448064545623131,-0.713904291038567,0.2041344176615173,-0.713904291038567
-0.23142268981095815,-0.8779412862566511,0.35056403783001117,-0.8779412862566511
-1.23636801144537,-1.0990646663479327,0.08125155335163628,-1.0990646663479327
-0.9609552982230154,-1.7487521432810729,0.12678162640477783,-1.7487521432810729
0.1339562815695613,-1.2648571897892507,0.5102788783145094,NA
-0.9990527229692837,-1.9300292164066741,0.11938206271544136,-1.9300292164066741
-0.14147069081321334,-0.755440211651988,0.38825641208879147,NA
0.167329899648813,0.005308873064947137,0.5252768885126116,0.005308873064947137
-0.19878861267168074,-0.9522145883364712,0.3640521346522827,NA
-0.29120718809209706,0.5992728142644766,0.32647473613627287,0.5992728142644766
-1.734397034249288,-1.51153436914763,0.034826991603536056,-1.51153436914763
-0.2727283317326037,-0.7757874081617859,0.333830448053078,-0.7757874081617859
-1.7999294816968234,-0.9795709051483261,0.03107230547921578,-0.9795709051483261
1.1527409768030379,0.6294141244741103,0.8670281229523195,NA
-1.003319485592004,-1.4721275174310087,0.11857700358153786,-1.4721275174310087
0.14821004429253856,0.9968055382460306,0.5166883188575526,0.9968055382460306
0.5194966807491763,0.3477910183113864,0.6759221244514233,NA
0.0054362944757612814,0.8622936505183911,0.4525891963616322,0.8622936505183911
1.3470208346539407,1.2612684852713028,0.9024402526559288,NA
-0.8470334172959956,0.1579942677428594,0.15127188009184617,0.1579942677428594
0.44339801731577183,-0.6136409152122412,0.6452252572288704,NA
-0.9771494683233135,-1.162501628687335,0.12358949518426021,-1.162501628687335
2.1244911355136065,1.0395324110476256,0.9740194741018,NA
0.6876989605615415,-0.7816465147012543,0.7384365192560314,NA
-0.3433682201803964,0.174441209469945,0.30617502912301386,NA
0.7851694726739458,0.7325673835957508,0.7708832172188136,NA
-1.1555774607705174,-0.6817416402433503,0.09278963390920116,-0.6817416402433503
1.508916346392698,-0.3546490219331597,0.9252593131925081,NA
-1.155496160257356,-1.0841089072206818,0.09280195358097872,-1.0841089072206818
-1.5568118102066841,-0.4696261149163905,0.04732382155931762,-0.4696261149163905
-0.05524792522355664,-0.5214468995941425,0.42569285378990096,-0.5214468995941425
0.8491931627027149,0.44008858852076016,0.7906003046874885,NA
-0.011096722503659217,0.09581716252704177,0.4452271620569313,NA
-0.7603138317807185,0.46888929723853084,0.1724210732311009,0.46888929723853084
1.1757992516762397,0.7243133729247,0.8717407706359231,NA
2.414449709034758,1.1462898915934374,0.9844191546097021,NA
-1.9585127682261312,-0.8691499988876623,0.023537924516337936,-0.8691499988876623
1.4735898934298002,0.1375763630848028,0.9207412917991569,NA
-0.47488396149873036,-2.4098338924630154,0.25830613408052994,-2.4098338924630154
0.9811709837858738,0.5336578822683122,0.8272280321155606,0.5336578822683122
-1.8243552195365607,-1.7510213463193776,0.029775563126401495,-1.7510213463193776
-0.26061081735226793,-0.7921436539381913,0.33869851357049774,-0.7921436539381913
-0.9588453125736602,0.5415196143624431,0.12720268904138357,NA
-0.4902957100665249,0.156061112999606,0.25302710572536014,NA
-1.0772967136006564,0.055231365512509734,0.10535097603416554,0.055231365512509734
0.36942591054444635,1.4888891871714147,0.6141917375714703,NA
1.2162664811393502,-0.08211863143109066,0.8796669088459673,NA
-0.49384323561410304,-0.3247492155660815,0.2518221139396972,NA
-0.22778472097718766,0.6950748318659421,0.352056347016849,NA
-1.1116488870472734,-0.4043975258939159,0.09966359637138295,-0.4043975258939159
0.995833089409624,0.19891167610040716,0.8309674832121472,NA
0.5618288909460871,0.2846868386768007,0.6923847541022294,NA
-1.5642785565158785,-1.9140832943364119,0.04672155567825085,-1.9140832943364119
1.4810770191053098,1.6319270118155,0.9217192270381184,NA
-1.1692051501122338,-0.043448821514584623,0.09074524237271865,-0.043448821514584623
-1.0520135374663553,-1.197565980049185,0.10971804506424157,-1.197565980049185
-1.471845524829025,0.2852540967945364,0.0547163773415326,NA
-1.193436920764185,0.32581176726921235,0.08721003045435073,0.32581176726921235
-0.34797942469193677,-1.395773587116257,0.304414650966618,-1.395773587116257
0.5328225431494183,1.7045514258902945,0.6811540839741459,NA
-0.7109885758508426,-0.638516730779971,0.1854607364132042,-0.638516730779971
-0.19898913763240356,0.9842165325858919,0.36396857344115624,NA
-0.28137332351846445,-1.5540783734687367,0.3303788712565388,-1.5540783734687367
1.170926275204979,0.7065761046879903,0.870756853746504,NA
2.28873318592,1.4777367274805782,0.9805395682062293,NA
-1.0688566144990768,-0.9328120060015828,0.10679148042889049,-0.9328120060015828
1.9062041885624212,1.5221704204080488,0.9619904668187987,NA
2.131797718478869,0.5486528990526753,0.974350222000405,NA
0.23145636301535213,-0.1134152138180925,0.5539445830084396,-0.1134152138180925
0.896945737827196,-0.294491212885444,0.804475107877436,-0.294491212885444
-1.73879271235152,-0.9206256787813439,0.034562006323459946,-0.9206256787813439
0.46884794013553155,0.12461096940462649,0.6556404642436878,NA
-0.5441476731977386,-0.378408293304804,0.23514825829771563,-0.378408293304804
-0.16541415380844707,0.46413648574692656,0.3780706361992569,0.46413648574692656
0.552166562572813,-0.06355828928966933,0.6886680819902375,NA
1.0333302116034964,0.37110516009944805,0.8402372487557341,NA
-0.04617880478354561,-0.055617128173779326,0.4296885800376721,NA
2.638707312595789,1.3927630374707634,0.9895399113222747,NA
0.5890057492250178,1.0497481470112269,0.7027046003231892,1.0497481470112269
-0.2023773342292117,0.6572689785602097,0.3625579143490826,0.6572689785602097
0.44156013800238225,1.8226451314086103,0.6444676190516023,NA
-0.10025770208283447,-0.31998988044527404,0.40601502364336317,NA
-1.0934039919911087,0.7111049829589384,0.10264941475489057,0.7111049829589384
0.5032473385826499,0.44102535208309956,0.6694824538716266,NA
0.9492400911176353,-1.0200284056057658,0.818858405152086,NA
0.38280205602231215,-0.9303719811285782,0.6198811268384462,NA
0.37157821089805304,-0.7312932554363596,0.6151093478001406,-0.7312932554363596
0.1572164016514246,-0.8330091230511799,0.520735481219865,NA
0.8479398899753747,0.6844007559342307,0.7902265938149106,0.6844007559342307
-1.283392656505176,0.5394026155673037,0.07515268730824547,0.5394026155673037
1.158278608089601,0.9045522283939842,0.8681731084898381,NA
-0.9091062131659883,-0.8355881618333734,0.13747866022147845,-0.8355881618333734
0.3349907051685814,-0.4009938800150566,0.599404211127488,NA
0.7758540819164075,1.6125661256408037,0.7679082241946517,NA
0.23714015227600846,-0.3112345699400473,0.5564710998876424,-0.3112345699400473
-1.5598701345871997,-0.29851476394757215,0.047076250903486126,-0.29851476394757215
0.024326751188882088,-0.9683986617621175,0.4610262593819287,-0.9683986617621175
0.3346351891582869,-0.24759040380079067,0.5992505424158274,-0.24759040380079067
0.9894109991471388,-0.5690837043478006,0.8293375751817401,NA
0.5003751135415975,-0.17111238397751305,0.6683374566661539,NA
0.5769078654554514,1.2603101698075942,0.6981353290913583,NA
1.1426909401191054,0.39954030525446443,0.8649286303232798,NA
-0.7074478144229777,0.09214518938699318,0.18642546066092722,0.09214518938699318
-0.6185596409811279,-1.7756284581311725,0.2119172291213011,-1.7756284581311725
-0.0083141961424557,-0.2701181636422042,0.4464646098428275,-0.2701181636422042
0.33891973395268904,0.1559828995849607,0.6011011916954521,0.1559828995849607
1.4054062988468312,0.3028507829095727,0.9113096246955581,0.3028507829095727
-0.8652698523626349,-0.07622394007105182,0.14710551355340856,NA
-0.8739539566200923,-1.3953587737460436,0.1451551125495571,-1.3953587737460436
0.7743182008248995,0.726346832524899,0.7674151404630042,NA
-0.4018902415172521,-0.04012900712034442,0.2842651323095542,-0.04012900712034442
-0.21513783053589394,0.41220521159174,0.35726651791531316,NA
0.6052561305140111,1.2222242235638034,0.7087789365738635,NA
-0.6145676836474755,0.3978694492755766,0.21311975534450378,0.3978694492755766
-0.7244229314244117,0.5378659173031564,0.1818354565375908,0.5378659173031564
-0.25694263718177707,0.0758250590761988,0.3401789752033055,0.0758250590761988
-0.39207273634955914,-1.1277015670201334,0.28787421570647226,-1.1277015670201334
-0.6867019617446566,0.3830802411055308,0.19215567359453598,0.3830802411055308
0.8758403401308178,1.8898823012120358,0.7984303264485919,NA
-0.48105798604249206,0.038328588986999756,0.25618273877235775,0.038328588986999756
0.06835759086809619,-0.4987975673098454,0.480770405204109,NA
0.13702489281584826,0.2900319672335715,0.511659087917039,0.2900319672335715
-1.8587685188705818,-1.5172790201045088,0.028037254456566046,NA
0.34627657136052015,0.3519395966444401,0.6042721213145982,0.3519395966444401
1.5016338199469252,1.0895487492355467,0.9243477293204526,NA
-0.013738120329400211,-1.6167894093875845,0.4440531048445326,NA
-0.7752451975110296,0.8875827456257129,0.16861971299549172,0.8875827456257129
1.3111581356761979,1.2906724482791647,0.8966073955419613,NA
0.2605245565548419,0.6426039172591695,0.5668336897084436,NA
1.0140170076257526,0.21123475846920658,0.835515232691433,0.21123475846920658
0.21559420847465305,-0.5566475882166917,0.546879297825536,-0.5566475882166917
0.6134046260919882,1.2473484622891575,0.7117971357044179,NA
1.4459884810620272,-0.31462900569578545,0.9170389910547699,NA
0.658085900745181,1.3341193076750055,0.7280110173597105,1.3341193076750055
0.37523449649149093,-1.314924753609299,0.6166662877280228,NA
-0.6746882759381791,-0.03130348503380287,0.19553486975156822,-0.03130348503380287
0.5804805732962742,-0.4946513004841975,0.6994888575724167,NA
-0.41422933222661223,-0.9726370392383819,0.27976797905154666,-0.9726370392383819
2.1805039853924186,0.6129198477979471,0.9764525166791442,NA
0.34285764365025717,0.3783648394271072,0.6027995747658059,0.3783648394271072
-0.7980246619071559,0.5991369485512856,0.16294945565894223,NA
1.6410361662536532,1.1745415332672628,0.9401312653222694,NA
-0.4600051116512519,0.6528048862098623,0.2634702440788998,0.6528048862098623
-1.586470988606178,-0.5612536347828486,0.044974268048699,-0.5612536347828486
-1.0449156740717878,-2.60327735536456,0.11097225655958656,-2.60327735536456
0.041653665885759195,0.1888023644315379,0.4687847990726456,NA
-0.43202637747734046,-0.8136885479778136,0.2733588244693682,NA
0.4585911476867995,1.1577119478783746,0.6514602427645075,NA
-0.22935198605932064,-1.1522411194633118,0.3514130924563738,-1.1522411194633118
-1.856962209840831,-1.7273346522017743,0.02812599380225977,-1.7273346522017743
-0.28967417298115306,-0.3093457489098472,0.32708179406887977,-0.3093457489098472
1.7671412378691886,1.8324857764520173,0.951701651559726,NA
-0.4426828973008164,-0.47168700475406766,0.26956529205900703,-0.47168700475406766
-0.5888644020015666,0.49192777985288,0.2209814798198233,NA
-0.12058825835290121,0.544643752398781,0.3972207516615057,NA
1.6530612818618051,1.5139645307647047,0.9413380109151033,NA
-0.8713545686297433,-2.4463190987378534,0.1457366586208451,-2.4463190987378534
0.7806682708577823,0.2917842815904075,0.7694490548799274,NA
-0.6138778693186615,-0.30993888893533916,0.21332805652869744,-0.30993888893533916
-0.3275913113060488,0.737489820293193,0.3122407423013573,0.737489820293193
-0.3552160159015532,-0.07077372480841548,0.30166351936455316,-0.07077372480841548
0.7809340743668398,0.7722438531509181,0.769533918978019,NA
0.6086701717854264,1.0036334137404277,0.7100457616424074,NA
1.0761790174734789,0.9877489139297501,0.8503211663771161,NA
1.0655576523132158,-0.0970088103568012,0.8478715311256367,NA
2.161646412829259,-0.016456770400806287,0.9756592986197569,NA
0.07045648205229112,-0.5670660564902762,0.48171357661584147,NA
-2.535225219593174,-2.9245007832393357,0.008464234867979916,-2.9245007832393357
-0.5413341447233914,-1.487768123485254,0.23606032127683652,NA
-0.7759395735411456,-0.36774099471659294,0.16844456894197452,-0.36774099471659294
-0.2959554182397628,-0.11441306517628692,0.3245981803621157,-0.11441306517628692
1.1513729054233761,-0.12479837969973473,0.866743960477103,NA
-0.5688878675315158,-0.08605913494735529,0.22723361385451327,-0.08605913494735529
-0.8057863400250321,-1.0456375557966335,0.1610528133559347,-1.0456375557966335
0.49259386184163795,0.9791737001962207,0.6652255091831581,0.9791737001962207
0.7007583373322429,-0.4051886273650469,0.7429513135253656,NA
-0.24312529155008403,0.26237538091180307,0.345783489814004,0.26237538091180307
0.4124811769224761,-0.48413062801668605,0.632385913028885,-0.48413062801668605
0.4981653093587989,0.11191587734357403,0.6674551717647392,0.11191587734357403
0.3676791146230334,-1.007054271163832,0.6134464124323352,NA
-0.5706028691897003,-1.0213590757860052,0.2266919972531472,NA
0.7388165177143684,1.7726000994333126,0.7558148577745738,NA
-2.268291325664946,-1.7630574923450084,0.013614331658311376,-1.7630574923450084
0.614041040052466,-0.42102163205290055,0.7120320780645106,NA
0.40363580599992016,0.0036793911086538122,0.6286768000076753,0.0036793911086538122
2.0515793266993096,2.217363865152492,0.970483437443156,NA
0.2632449872150026,0.6071301862492564,0.5680356151184464,NA
0.11042118944666231,-0.044157062538585964,0.4996895352908982,-0.044157062538585964
1.1957636212874032,2.4737606338940323,0.8757053281188135,2.4737606338940323
0.733309513633103,0.49558167018948285,0.7539807634046836,NA
-0.004511691541642453,0.5811169570249103,0.44815673372024595,0.5811169570249103
-0.02121549959503387,-0.9091236401768077,0.4407329626757882,-0.9091236401768077
0.13850173298157384,0.8496062646859731,0.5123232836588278,0.8496062646859731
-1.0701270699532761,-0.6111001937783413,0.106573543472672,-0.6111001937783413
1.2360620669768576,0.7258296124962678,0.88338793715564,NA
-0.5398100947354189,0.8704875883195737,0.23655539294853303,0.8704875883195737
-0.29622891465606754,0.14170345862171455,0.3244902620996715,0.14170345862171455
0.6882188033496374,1.2864693236464624,0.7386172108242113,1.2864693236464624
-0.3990073037278684,0.09318475319881889,0.2853221178287,0.09318475319881889
-0.10348485284948716,-0.5968749041717909,0.40461488491845765,NA
1.529534040595421,-0.2164732266200593,0.9277856049215369,NA
-0.6346364584488338,-0.1677268453479916,0.2071245859909178,-0.1677268453479916
-0.22685458909772827,-0.6769586089397096,0.35243835631750164,NA
1.5010840927328022,1.1403920256131084,0.9242785048806293,NA
-0.3424634823786345,0.045024204746715785,0.3065210895552253,0.045024204746715785
-0.5537275560114826,-1.2004501485577386,0.23206107733343684,-1.2004501485577386
0.2576268706989587,-0.12934199952711664,0.5655525851806138,-0.12934199952711664
0.6131217586524571,-0.37688162787530527,0.7116926740691306,NA
-0.6522873667775745,1.150231043653287,0.20195545551785338,1.150231043653287
-0.13828102908689452,0.6882823038516102,0.38962094092619176,0.6882823038516102
-0.12363800186919924,-0.25912746691372296,0.39590710069766694,-0.25912746691372296
-0.9647052163833706,0.5068422518595432,0.1260362439797849,0.5068422518595432
0.01904318401531621,0.620346566499371,0.45866399342587466,NA
1.691692353199061,0.8921593214740685,0.9450620508090476,NA
0.8858090714741687,0.2815595622538014,0.8013027177513818,NA
-0.7299301454825255,-1.11655574436489,0.1803653373326543,NA
0.3518846830980132,0.5589594761058915,0.606683457662259,NA
-0.24733089326019458,-0.38366897069800265,0.3440730113369882,-0.38366897069800265
-0.16359183172332153,0.1105192147408666,0.3788422233650465,0.1105192147408666
0.8723605602082464,1.4156944831322924,0.7974203816388706,NA
0.6059382138833173,1.2645757962624598,0.7090322931548195,NA
0.9272408126128193,0.7096349650053305,0.8129104326709525,NA
0.4580444366512086,0.27884471097412783,0.6512367645012745,NA
-0.8011140242148957,0.7143325507391418,0.16219239339763897,0.7143325507391418
-0.49712315299553944,-0.8164262119560141,0.2507114133106179,-0.8164262119560141
-1.2129678148543903,-2.298697300541194,0.08445179902597817,-2.298697300541194
0.6197125993564251,-0.08340485186719315,0.7141207769529323,NA
1.3596632579562027,-0.3965560171709902,0.9044254980033491,NA
-1.6210647627137966,-1.340713899976159,0.042374233959678695,-1.340713899976159
0.07955949935553745,0.15388067121368815,0.48580558976557786,0.15388067121368815
0.5125931373067534,1.2811848249033462,0.6731941804474798,NA
-0.2191019381508802,0.02568314451360071,0.3556297117378067,NA
-0.8259386946705404,-0.18699256316949342,0.15621167953951953,-0.18699256316949342
-1.0135782441118413,0.2907756101744363,0.11666057880742707,0.2907756101744363
1.2820662460283112,0.20402827257767275,0.8916511875215157,NA
-0.212144499179618,0.7396754360932745,0.35850469742243096,0.7396754360932745
1.1848772366264053,0.7665573281414064,0.8735566970758125,NA
-0.6506124367722866,0.035284928591818365,0.20244179774486482,NA
1.287367270058529,0.7611749141667242,0.8925695797026781,NA
0.5389332156633171,-0.2524856057793891,0.6835381532722059,-0.2524856057793891
0.025540553803906248,0.7139916734302527,0.46156919789954115,0.7139916734302527
1.1639475327246045,0.41399452858320107,0.8693365679304575,NA
-0.36762573211717137,0.07202402389655732,0.2969787946204521,NA
-0.3633695695013757,-0.24769983122108838,0.29858077970242425,-0.24769983122108838
-0.006753364745447124,-0.7030003238685605,0.4471590358378096,NA
-0.10047249886464135,-1.898029209783973,0.4059217836887625,-1.898029209783973
-0.14859207836111968,-0.46418073031133383,0.3852162438410617,NA
-0.18295275543693362,0.044164398252340295,0.37067667695372547,NA
-0.8581478376537498,-0.757607775287903,0.14872122145657615,-0.757607775287903
0.958159182178004,-0.10506890899091714,0.8212275592442332,NA
-0.8390769418323029,-1.7498348974699787,0.15311981652486487,-1.7498348974699787
-0.7597242793116832,-0.4345671047826416,0.17257254988118448,-0.4345671047826416
-0.8665148195362139,-0.4624769073481875,0.1468245751110575,-0.4624769073481875
1.6590256686813898,2.0446687329380167,0.9419280538832194,NA
0.5569422772105191,0.4362958861094741,0.6905081675540932,NA
0.6013861296622148,1.5358386420251542,0.7073389863789016,NA
-1.969786821104243,-1.1627805635443447,0.023075987950149528,-1.1627805635443447
-0.380107748973682,-0.6017591139809755,0.29230944427636063,NA
1.157773544062328,0.9479335217106543,0.8680690267264948,NA
1.3896346541629399,0.7852743401206511,0.9089881531042806,NA
-2.0115084247761903,-1.2787743785838728,0.02144227863434151,-1.2787743785838728
-2.3363085003763895,-2.4738979564082744,0.012064438683226946,-2.4738979564082744
-1.368459770111382,-1.1016646088316804,0.06517839981984011,-1.1016646088316804
-1.3730942603536125,-2.0678940002810684,0.06467195524098615,-2.0678940002810684
0.7373885500854908,0.0822398606942858,0.755340166832538,NA
0.4547093417501769,1.0067221548539516,0.64987204474347815,1.0067221548539516
1.776681328303336,-1.8737269903185563,0.9524848860764997,NA
0.19498558822813566,-0.4616534957369181,0.5376719865491811,NA
-0.34461262213957733,-0.47784787411611546,0.30569940464843604,-0.47784787411611546
1.6126766351480484,-0.008748970332944306,0.9371927196941778,NA
0.7757093636124659,-0.6369796060822573,0.7678617945514002,NA
0.7042791256143301,1.8638983017400164,0.7441597353093811,NA
1.0721542160198185,1.2167374811209013,0.849396761854821,NA
-0.21413076968590655,-1.0272725563591871,0.3576828728553776,-1.0272725563591871
0.36363106391217176,0.3795899594737376,0.6117171455935684,0.3795899594737376
1.0835637865741086,0.22835442014751622,0.852005114729789,NA
-1.9522761571634686,-1.9920426899152068,0.02379732410257575,-1.9920426899152068
0.015510178616055158,0.42065068383091325,0.45708542738161156,0.42065068383091325
-0.8709809200378104,0.040907856758277905,0.14582041153107334,0.040907856758277905
-0.9009342149109058,-1.3789067812814184,0.13923221819467982,-1.3789067812814184
-0.7761120676342239,1.2949677266788333,0.1684010828639726,1.2949677266788333
0.3614307511540145,-0.6559845434363345,0.6107760203495674,NA
-0.01734931226435436,0.6686613074280368,0.4424490032875167,0.6686613074280368
-1.1181953597987209,-0.6753820907339779,0.098611217066647,-0.6753820907339779
0.5866913748425195,0.013097749598364627,0.7018335698140666,NA
0.486195009924034,0.19330191630082266,0.6626555970091725,0.19330191630082266
0.4738944557966759,1.4059158133671927,0.6576884429706737,NA
0.36142745289175693,1.2253639732690225,0.6107746089839198,1.2253639732690225
1.217683643711439,0.741754016311153,0.8799366671768803,NA
-0.6731169601315512,0.35058516778401916,0.19598015805200908,0.35058516778401916
-0.5988482418373509,-0.41628643829645773,0.2179033287133792,-0.41628643829645773
0.7358731465118047,1.202149629558168,0.7548357281433198,1.202149629558168
0.6017396514748797,0.2572313469678086,0.7074706979341291,NA
1.108891939687275,1.946194483896667,0.857661990217393,NA
-0.011390598386074645,-1.4518940124291508,0.44509650866188466,NA
0.6050359606871193,1.4384810552727232,0.7086971278116615,1.4384810552727232
1.1235281531742385,0.8384811543796391,0.8608479504824956,NA
-0.7053620537100429,0.44103163402716977,0.18699556012956325,0.44103163402716977
1.762472071678826,2.5221579724723404,0.9513138636761895,NA
-0.7300206954948594,0.43626321983989486,0.18034124317276742,0.43626321983989486
-1.6341576267817612,0.7165191917684797,0.04142815758043043,0.7165191917684797
-0.1239937799235976,0.4645002229905192,0.39575394973944616,0.4645002229905192
0.20413947030642363,-1.4163421032454782,0.5417652163375072,-1.4163421032454782
-0.68323921942861,-0.8450886456083551,0.19312508087108515,NA
-1.0163622717008431,0.24808122504266017,0.11614515628936324,0.24808122504266017
-0.6714341656337873,-0.8313160684682949,0.19645788775650505,NA
1.121862815700439,1.0051237885945459,0.8604884822522416,NA
-2.100663704984344,-1.672958769781699,0.018321391349383074,-1.672958769781699
-2.0908718595820424,-0.8766453093842008,0.018641101393807483,-0.8766453093842008
-1.2911000101201786,-0.7762839645960468,0.07419409663698298,-0.7762839645960468
1.0719915195225271,0.6044022729062088,0.8493592956195397,NA
0.8948701520835005,1.0339592800165562,0.8038867769884346,NA
-0.8426322989011119,0.6779745863816995,0.1522917893403575,0.6779745863816995
0.04629749227415437,-0.3187503353404835,0.4708669072908283,NA
0.623368148702539,-0.5816439441009011,0.715462201968139,NA
0.48509195186873755,1.2153044594223132,0.6622116078236154,NA
0.5319444734016824,-0.8055211703283502,0.6808107221423628,NA
0.19742268076406044,0.3869274136351988,0.538762270658417,0.3869274136351988
0.32656678446288806,0.816568402957393,0.5957578497748723,NA
-1.4402319915101875,-0.6721323501019624,0.057735293293177996,-0.6721323501019624
2.1147090798702255,2.761311633931548,0.973570163256838,NA
-0.18467231322012342,-0.19308660561521057,0.36995493123656475,-0.19308660561521057
0.49210432752908095,1.2225954736353177,0.6650292454292085,NA
-1.3613269855634216,0.33906722573866677,0.06596506398024174,0.33906722573866677
-0.3652175579038848,-0.24809539273941186,0.297884602210668,-0.24809539273941186
0.7561265592095,0.9174333895548334,0.7615194224890409,0.9174333895548334
0.14650280851618933,-0.5331817958936201,0.5159208798423451,NA
0.2619472485061493,1.1557943905047365,0.5674623545101047,1.1557943905047365
-1.3061590437243449,-0.20790840831795365,0.07235354207856552,-0.20790840831795365
0.49216403244382845,-1.0434621557289439,0.6650531853396154,NA
-0.5111040006790425,-0.20657891915905127,0.24601365760061816,-0.20657891915905127
-1.6605745413859947,-0.5879451657170613,0.03958047798802031,-0.5879451657170613
0.6223763708662935,1.097596216122632,0.7150986382552221,NA
0.01573101128227353,0.04452384982040832,0.45718407170498,NA
-0.7338871259643837,-1.3238706494399413,0.17931477850313496,-1.3238706494399413
0.2752111379649804,0.08361423141619341,0.5733127446853368,0.08361423141619341
-1.8587385910094958,0.34403311423847804,0.028038722518333708,0.34403311423847804
2.078890366835779,0.4289752466884982,0.971859533733038,NA
-2.360880327206293,-2.22009377290983,0.011548493491011644,-2.22009377290983
0.3271353972958951,-0.12670871904954414,0.596004316293397,-0.12670871904954414
-0.22752272627850473,-2.042117919984893,0.352163930281862,-2.042117919984893
-1.1805953141180505,-1.7346401771433864,0.0890677211292355,NA
0.33042153155968385,-1.1840826028049687,0.5974277463132034,NA
-0.4069347800437136,0.6576077142127952,0.2824213195054064,0.6576077142127952
1.5252232401849768,1.6987009677457265,0.9272639976622113,NA
-1.1031838682999855,-1.562771554196297,0.1010391914821181,-1.562771554196297
1.3368925745503721,1.1932608827341442,0.9008233552940914,NA
0.5527104030696741,0.04349393626088133,0.6888779264049512,NA
-1.0565264173916116,-0.5758063222117048,0.10892708445673766,-0.5758063222117048
-0.1901829946435263,1.1029865780522914,0.3676458732711376,1.1029865780522914
-0.9092241760868771,-2.1260006136126575,0.13745348404742566,-2.1260006136126575
-2.000915506318779,-1.4351480048760255,0.021846029319147326,-1.4351480048760255
1.9089708653906847,1.4191309515559578,0.9621721418751891,NA
1.5689802054177755,-0.6484851254956415,0.932400658388179,NA
0.1403012253114543,0.1449868393192513,0.5131325302993279,NA
-1.4205594646026203,-0.12490835703590142,0.05969213677585799,-0.12490835703590142
