Normal,Uniform,Binomial,Poisson
1.0776043309683676,0.8577651022933424,6,3
-0.9961809434106483,0.07732897996902466,5,4
0.5270307020311279,0.7523063195403665,6,4
-1.4908255042742797,0.681430377298966,4,3
0.44136318915061173,0.4115026816725731,5,4
1.4273587277748265,0.009443567134439945,4,4
-0.06628188314964668,0.6687881334219128,4,5
1.6050226808089432,0.5045157859567553,6,5
-0.8478207457418679,0.32240293035283685,6,1
1.0421765706330304,0.33155634021386504,4,2
-0.3061505942536218,0.969202471897006,6,2
-0.7920915363846528,0.7801282610744238,7,2
1.4216586748538693,0.583120443392545,6,4
-0.15425506813482648,0.135825474280864,5,2
-0.13168462435160083,0.43586606346070766,5,2
-0.8848119220960113,0.37191701075062156,4,3
1.7134512496274323,0.44678822439163923,3,2
0.15936270175825398,0.378784297965467,6,2
2.105013983641423,0.7768618573900312,8,1
-0.2940011115445436,0.36984146013855934,6,5
-0.6588201488927975,0.8543518309015781,8,4
-0.49885359167239035,0.04497202392667532,7,1
-0.2016031714606663,0.3957196499686688,7,2
-0.43255906271054456,0.8211831939406693,7,4
-0.3931313941732162,0.5634465797338635,3,2
0.34657333870389007,0.5815790195483714,5,2
-0.4868407983122994,0.9046737814787775,5,4
-0.8226405459133296,0.9973149509169161,5,3
0.21953112204971584,0.06668887450359762,4,0
2.121622274416896,0.6905689793638885,5,0
0.898575688039822,0.9655802382621914,5,1
1.092546471906266,0.41096010245382786,6,4
0.35789293325901766,0.7348900435026735,9,5
-0.631372419185352,0.48921392299234867,5,3
0.6536718413656603,0.3939325932879001,6,4
1.678348353501845,0.21215849928557873,8,3
-1.52860090533954,0.7893407247029245,2,2
0.5923349403375182,0.44047247688286006,5,2
-1.2400848867738075,0.5255330274812877,7,1
-1.2703455335964344,0.6237507874611765,5,5
-1.2200942278213829,0.7748281261883676,7,2
0.6229292695067725,0.9502565523143858,1,6
-0.011261010659524956,0.7927060530055314,3,3
0.44639734303247347,0.9616240442264825,7,3
-0.20600835565102957,0.5675925931427628,4,1
0.4126524813152547,0.06794261373579502,8,2
-0.06916682337096562,0.6687814462929964,6,1
-0.33324995085915293,0.3265389057341963,4,5
-0.39793546947743935,0.698103312170133,4,7
-0.5011503499137131,0.08756363694556057,6,2
-0.7727382165307666,0.9741591352503747,3,1
-1.7123961214429764,0.8143928509671241,5,1
-0.7992187030392868,0.0956381093710661,3,1
-1.4108547521271633,0.3377643432468176,3,6
0.5327582009501457,0.9686620167922229,6,3
-0.3977007746057101,0.0428447222802788,6,3
-0.28435324667898343,0.9252652327995747,6,2
0.12498412730724073,0.38932668464258313,6,4
0.780126689218619,0.6597341813612729,4,3
-0.8755971856567026,0.4855507917236537,5,2
-1.159365033401565,0.4540839660912752,5,2
-0.14586878423073374,0.22846540273167193,4,2
-1.6784286942020326,0.7906196024268866,5,3
-1.322584644165396,0.48577646748162806,7,5
-0.558877402318978,0.13366526970639825,2,4
-2.489781482305732,0.9553147838450968,6,2
1.1791892650824969,0.8094496186822653,1,2
0.7937048393801908,0.6068619964644313,5,3
1.6074348032444317,0.5305690586101264,5,2
0.06594797108181724,0.4448731318116188,5,5
1.0290053586467696,0.3521823761984706,3,4
-0.6665831523260839,0.13133831834420562,6,3
-0.3467479142906144,0.5058846815954894,6,3
-0.4358329770906519,0.23307221685536206,3,3
-1.9470038790636897,0.36553453747183084,7,3
-0.8379082458582812,0.27110536489635706,5,2
-0.7415288613090937,0.31370243593119085,7,1
-1.4151164342937612,0.924333808477968,3,3
1.1351523934480154,0.4692335147410631,6,3
0.16312092277038914,0.6622541977558285,3,5
-0.477394500751554,0.8506182716228068,6,4
-0.5286651842456634,0.3586927040014416,3,4
-0.9154596131085369,0.9356584902852774,7,3
-2.167150182819891,0.05351097253151238,7,1
-0.4203407250413568,0.010482962941750884,3,2
1.2348563149386456,0.7282548523508012,3,3
0.48774189612658264,0.3396728206425905,3,3
-0.7751173851751864,0.4427849669009447,4,4
0.7800714125728324,0.914025106234476,6,1
-1.4072501109559012,0.7110617004800588,7,4
1.8195306657756842,0.1613123461138457,4,2
1.597874864759609,0.44588551367633045,4,1
0.15149223356931743,0.07891459786333144,5,4
0.18556957116925304,0.798260971205309,4,1
-1.3033128568167045,0.7100077727809548,1,2
1.0820426361969606,0.24213679297827184,3,2
-0.4109086942823872,0.46519330190494657,8,1
-0.041784530410592644,0.8099848483689129,4,3
-1.660846229350329,0.36562407249584794,6,3
-0.5797333250820459,0.26571165095083416,5,1
-0.820750507704082,0.6638707991223782,5,2
-0.763378968604174,0.21625070786103606,6,1
-0.3772029407063255,0.808669094229117,7,2
0.5473167389893581,0.7421575449407101,6,2
1.6482918790761734,0.8481898601166904,3,3
-0.09393606906926004,0.034160561161115766,5,6
0.1814226927857095,0.007537209428846836,4,2
0.08061107339638586,0.48053472582250834,7,1
0.46531256592107917,0.7110871088225394,7,3
-1.2469785749993112,0.900989115005359,6,0
-0.1435906156254061,0.931423844769597,6,4
-0.6867941140786107,0.10599662852473557,4,2
-0.5391972573536676,0.6820717412047088,4,4
0.3818024140154466,0.7513745015021414,9,3
-0.3622902920948677,0.1526746202725917,2,3
-0.27498431600799084,0.3754351050592959,4,6
-0.8346803668550568,0.933347787708044,5,5
0.8045021433673998,0.07730805221945047,3,1
-0.46511538131490243,0.7584968765731901,4,4
-0.029738092113196207,0.8882172768935561,3,4
-0.6348211443267175,0.43111606361344457,5,2
-2.0887501833099114,0.8188360966742039,2,0
0.29052482546523756,0.5846891950350255,5,3
-1.1101249537750078,0.21283173467963934,5,2
0.048116655605002646,0.39243463706225157,4,3
1.213769289141007,0.4580389899201691,7,5
0.42231065039806986,0.04987345030531287,6,7
0.4347757312586109,0.33977782796137035,5,1
1.003396230370803,0.3575470407959074,4,3
-0.01982720906195019,0.9014586114790291,3,2
0.21307978579570458,0.7014793406706303,4,2
0.5046470118406763,0.12591943820007145,4,2
-0.2860515698447135,0.7057698909193277,5,2
-1.708898397109224,0.808198620332405,6,1
0.33038757360036586,0.05525051453150809,4,4
0.833590060851926,0.9404481058008969,6,1
-0.1086999078229594,0.6833964267279953,5,3
-1.4010996120533699,0.2774442045483738,3,1
0.6768009637417701,0.7952906675636768,6,2
-1.7906950925661178,0.7609429969452322,6,2
-0.46037356123372303,0.6282823705114424,6,6
-0.3161600106239243,0.8196505643427372,5,2
-1.534534580467152,0.20914146024733782,6,3
0.21494410009464296,0.8132390717510134,5,4
0.4037979508101879,0.6196429138071835,6,0
-0.4115574033295284,0.8442386204842478,6,4
-1.2160936866703846,0.06954986019991338,5,0
0.030284158676190484,0.40487082372419536,4,3
0.2395457648430873,0.37388743087649345,4,7
0.018315195933441112,0.8567028399556875,5,3
1.8324109588066217,0.6767601259052753,6,2
0.712496947954626,0.7264319460373372,5,2
-2.034186536758187,0.8713105865754187,5,6
-2.407875847119131,0.45127334049902856,5,3
-0.7103548775182605,0.8089565050322562,7,3
-1.6195725835446457,0.7936668598558754,6,2
-1.3823202954951397,0.03632460534572601,8,10
1.7922281600075962,0.8513662992045283,5,1
-0.18859755874456063,0.36979792616330087,4,3
-1.1274155192739475,0.27206118358299136,8,4
-0.47994983765353527,0.6954860028345138,4,2
-1.437391704979286,0.07821154361590743,5,4
-1.0494018064044528,0.3416220846120268,4,1
-1.5662474754149474,0.12504043453373015,8,5
1.3848773055485941,0.6217591839376837,7,7
-0.7655396982459727,0.00923682376742363,7,2
0.5962055188419803,0.604218008229509,7,2
0.10869187357094498,0.5592652130872011,8,4
1.452905694240457,0.7970946559216827,2,2
-0.6126710874800234,0.5146704392973334,5,5
-0.06516845801042599,0.41923423763364553,5,3
0.26570978131364165,0.706494762795046,4,4
-0.010602448382853572,0.3233050552662462,4,2
0.33320644899500235,0.7692011513281614,5,1
-0.7930521303258684,0.3354199316818267,4,4
-1.1919158892375148,0.45645483303815126,9,4
0.6939513157112606,0.6478216249961406,6,1
-1.1931682784540674,0.6261460350360721,3,3
-1.4104084543719944,0.25103261112235487,6,1
0.4081157574958961,0.8036881054285914,5,0
1.0447874461401099,0.2542792842723429,4,4
0.39343983372562996,0.10286042839288712,5,6
0.48269702886138127,0.6542874134611338,5,2
0.028589350782403804,0.6318941521458328,5,5
0.4144191530654714,0.8953740149736404,5,2
-0.6127136752577592,0.10693337442353368,4,2
0.7686678988121679,0.27433008630760014,6,6
-0.3146947930943296,0.03662607190199196,4,1
0.37070327522294594,0.4531432802323252,6,1
-1.930874512952873,0.7971323530655354,6,3
0.7963113755454668,0.09797679749317467,7,5
-0.05795099777661939,0.3290896504186094,4,1
0.927317706069987,0.1534640002064407,3,2
0.4968036307613442,0.5405299784615636,6,4
-0.7089384773385381,0.3220716279465705,7,4
-0.7611228628711302,0.5230726464651525,6,1
1.352764474983696,0.6242951641324908,2,3
2.3962338820958897,0.21045294683426619,5,1
-0.43974856088554193,0.7232774901203811,5,1
-0.2878683403622346,0.055687769781798124,6,6
1.370289965762099,0.01069092028774321,4,3
-0.962021288770717,0.6344345815014094,7,3
-0.18539764935531966,0.5525768611114472,7,4
-1.5287837012729908,0.9876356585882604,4,2
-0.7493332537473306,0.7215682184323668,5,2
-0.7832179377673013,0.2409106285776943,4,4
0.9025167983396511,0.8767304543871433,4,2
-0.7831635517826437,0.7977184201590717,1,3
-0.0787503578082907,0.8734387876465917,5,2
3.3090384489305555,0.026156314183026552,5,2
0.6619139889872446,0.32539844512939453,7,3
1.3624117454851945,0.4382268050685525,5,0
0.12848699315730666,0.917645005043596,6,2
-0.9778728892013095,0.7946021105162799,7,0
-0.5248788661308161,0.009756576037034392,5,4
1.2918642385808026,0.2561120216269046,6,2
-0.5276986657210323,0.41278844326734543,4,0
0.12760431976844847,0.6338399823289365,6,1
-0.7620417780765764,0.5310009601525962,5,2
-0.9211721598534425,0.2607158625032753,6,2
0.2750163132447512,0.6632804935798049,5,2
1.6857688163226692,0.41125854454003274,5,3
-0.8633426117440357,0.2598202754743397,5,3
-0.4994161218867376,0.8742445805110037,7,5
-0.30406055467341064,0.7027468092273921,4,6
1.4315995292438415,0.8163851890712976,3,2
-1.6208237802101075,0.3628188408911228,3,5
-0.6441722453703644,0.7502221520990133,2,4
0.07521683136312153,0.961779270786792,4,4
-1.7871536152302792,0.010061117820441723,7,4
-0.2704212603947738,0.9566667003091425,7,9
-0.5519247562522391,0.27142636361531913,4,5
0.33028532957477313,0.9391713258810341,7,3
-1.3345437910212299,0.5470053653698415,6,2
-0.4695476746792555,0.15171846933662891,3,2
1.8008417285550242,0.9211070337332785,7,0
-0.6328129304293713,0.09692740719765425,5,3
-3.667053377601021,0.9585918674711138,4,3
0.7977805558911366,0.8071641172282398,6,2
0.2441542512627887,0.16060034721158445,6,5
-0.21195471095996898,0.3357713969890028,7,2
-2.3636878801852004,0.37602369859814644,4,0
0.5740079685980802,0.5318542660679668,7,3
1.283991122664405,0.08113229181617498,7,3
0.5041944129199013,0.1058416860178113,5,8
-1.327280518092698,0.5845894289668649,4,3
0.9824780587331302,0.6359502614941448,6,5
-0.7354612216943198,0.5624977722764015,3,1
0.5893582444611363,0.14533304260112345,7,4
-1.7726655991666975,0.9528311935719103,6,1
0.07514994372842546,0.3364001144655049,6,3
0.41006579611497274,0.2274002966005355,3,2
0.8900463238809098,0.35748144099488854,4,3
1.5962690301509956,0.284370826324448,5,1
-0.9157982752642337,0.3343264327850193,3,6
-0.38071195092077914,0.19652524148114026,7,3
1.468389017386519,0.05362703395076096,4,3
-0.7560978663161,0.7694336250424385,5,1
-0.6469278081396217,0.09364069369621575,2,2
-0.30233811733379534,0.8570726162288338,3,2
-0.46681237291287037,0.2541356838773936,5,4
0.9979172158115954,0.43276123865507543,4,4
0.3493239166682874,0.5716050809714943,5,2
-1.1391497755315256,0.42814607871696353,4,4
0.8101605875476396,0.6340653500519693,3,2
-0.6804287803990166,0.09500864683650434,7,2
-0.15265955023737612,0.46256574569270015,3,5
1.114304053793809,0.9907336398027837,3,1
-0.5997496154217573,0.7651540734805167,7,1
1.0626250308337,0.7068848602939397,5,4
0.7480707644110897,0.9127516828011721,6,3
-0.016633425886182798,0.10152519214898348,5,0
0.3527116373117235,0.14024820388294756,6,5
0.33556429285610623,0.6302389500197023,5,1
-0.45075037053706607,0.5694484496489167,4,1
-1.2017912759544398,0.7427924475632608,5,3
-1.6485940218380115,0.699434963054955,8,5
-0.4649772921282246,0.9849828514270484,4,1
-0.7789725492338477,0.5385440830141306,6,3
0.6471386706799572,0.4063956062309444,3,2
0.7021125574229619,0.48450370668433607,3,2
-0.8112411117650953,0.17118079774081707,5,3
-0.356930018895062,0.7272792260628194,4,1
-1.455711339069554,0.014611086342483759,5,6
0.40551060155498286,0.2432915479876101,7,2
0.6536903202100774,0.7268709016498178,4,1
-0.5585045340302097,0.859179446240887,4,3
-0.29945060019340775,0.3962555075995624,6,3
1.100711514842405,0.9942414686083794,5,2
-0.9900172924552939,0.02255624206736684,6,3
-0.6347531736425481,0.0423110022675246,9,2
-0.5173014337070531,0.8299051430076361,6,3
-1.0234978885003732,0.5282119454350322,8,1
0.011847106195618408,0.38800291786901653,4,2
-0.6339999729622756,0.8671233078930527,4,4
1.3685944138675776,0.06482339417561889,5,5
1.3376630893116237,0.30809104233048856,5,4
-0.014439787670380805,0.47268285090103745,4,4
0.5725173313570174,0.6490095816552639,6,1
1.244755775765033,0.1358257771935314,5,3
0.017165281687615552,0.8418254307471216,4,2
0.2584635117769054,0.2921277582645416,4,3
1.048721587512244,0.37007315270602703,6,2
0.7499529792941452,0.7673467481508851,5,1
-0.6054850281659488,0.18723662081174552,7,2
0.4840535169488531,0.5665556797757745,4,4
0.7012277242483815,0.9324702797457576,7,6
-0.2757255368672984,0.5374970282427967,5,4
-0.09594961613292839,0.5582900689914823,6,5
0.10084637454907303,0.6363922045566142,4,2
-1.0901965366003923,0.16081808996386826,8,4
0.6142329080773297,0.2493395027704537,6,2
1.2557698150669865,0.685331788379699,7,4
1.2142543100314531,0.024470930453389883,3,4
0.7086465289075307,0.4856376114767045,2,4
0.8282248513991147,0.9709281353279948,3,6
-0.2759611104375319,0.20389160490594804,4,1
0.9001107172014712,0.9635691470466554,5,2
0.4005261103339804,0.018174456898123026,4,3
-2.439939932034778,0.7115734338294715,6,2
1.7048827652860916,0.662489676149562,5,3
-0.35356858806560787,0.8009676770307124,4,4
-0.4027920395907576,0.3978378726169467,7,4
-0.01563909724920655,0.4298142562620342,6,2
0.04372756356894323,0.047052045818418264,8,4
-0.8366316809128092,0.8534796983003616,4,5
0.37583885892708907,0.9423257748130709,5,3
0.2497977570644175,0.6981872015167028,4,4
-0.2957551023209217,0.8752495292574167,7,3
0.22301034686750532,0.4855993657838553,3,3
0.6087845113671663,0.25047426926903427,5,3
1.36921953944759,0.2228947952389717,4,4
-1.331167990700318,0.47769431699998677,6,3
-0.40804391743067586,0.9633948882110417,4,2
1.7516610331500748,0.4730778008233756,4,1
0.09842794367600799,0.5990578113123775,4,2
0.7875012741499235,0.9383284747600555,5,3
0.2628057006180943,0.962382874917239,7,3
-0.7952225238521661,0.26870136987417936,4,4
0.7602471037026851,0.8056296976283193,4,3
1.2259996440940015,0.01498105307109654,4,1
-0.06737283425070426,0.3432277082465589,1,4
-1.5895141111487494,0.2415575124323368,4,5
-2.0175126687209737,0.41286886436864734,2,2
-0.6926481652380982,0.2650277470238507,8,5
1.9380287280559065,0.9004708407446742,4,3
-1.0457386007032266,0.5129446000792086,4,3
-1.0372984709628519,0.8736948287114501,3,1
-0.6690415296751182,0.15354686975479126,8,5
-0.028871500050588896,0.6526941596530378,6,1
1.312238277364794,0.4324231818318367,4,1
-0.3900959801196634,0.7961082013789564,6,2
1.9119940740800054,0.49337882618419826,3,3
0.7408977718524662,0.0233438469003886,7,3
0.29041648452260943,0.18140584835782647,4,3
0.4066637936158849,0.37927552429027855,2,0
0.4608183558611673,0.8744587604887784,5,1
-0.4546184077646654,0.03490909771062434,6,1
-0.7504020435445754,0.117613036185503,6,3
-0.5163262091375914,0.08965270407497883,2,1
-0.7953519685745442,0.04646503529511392,5,5
1.3735648700688352,0.7020369844976813,6,4
-0.2531586721014413,0.8930820797104388,6,3
0.5639533263618187,0.8049806312192231,6,1
-1.6008238729634428,0.31846812297590077,9,5
0.20663701130985715,0.056406922172755,6,4
0.9998020515768348,0.720315943704918,6,0
0.5158576525559405,0.8347090515308082,3,1
-1.0068145911095026,0.48991364636458457,7,3
0.853728395123414,0.5652235730085522,2,4
-0.5581070461264566,0.7085579973645508,5,3
0.7073717392521387,0.6616035518236458,4,2
0.5757292261354469,0.14206543727777898,5,4
1.8229146609046138,0.30497280578128994,5,2
0.8619539658391548,0.4901020941324532,5,3
-1.4546479026054486,0.23782056709751487,5,0
-0.3025851365525639,0.5878828354179859,3,3
-0.15159507195646735,0.5158972104545683,4,2
-1.0906597842742043,0.7623448960948735,6,6
0.26038130413035504,0.48813767987303436,4,2
2.481891435614348,0.287543177139014,3,2
-0.06310963321543615,0.6940600930247456,4,3
0.1282744040706198,0.6255961146671325,5,8
0.6100121982678905,0.5872542436700314,6,4
-0.04816105207919216,0.2579794304911047,5,2
-0.24795707225083816,0.6519971676170826,7,2
0.06961204661790407,0.8788163415156305,7,4
0.12525835900453494,0.8377913068979979,6,5
-0.433086875854963,0.3592820835765451,5,1
0.08233018293672667,0.36700450046919286,5,1
0.6486684917184475,0.7490704106166959,7,2
0.1558770923206397,0.7760848710313439,5,3
-0.9439276023907411,0.5951460166834295,8,5
0.11846999523065967,0.3179630022495985,2,2
0.07985348467165361,0.30329992552287877,6,2
0.7968582101940198,0.5020880007650703,7,2
0.6617515544119377,0.036473227897658944,4,2
-0.6690352341895267,0.587001412641257,4,2
1.5490962078171837,0.8571746868547052,6,1
0.4250710278464805,0.826449444051832,7,4
0.42859985278431173,0.7847344446927309,7,3
-0.7196080183407871,0.928257426712662,6,2
-0.7283458678963479,0.534198431763798,8,1
-0.3746144642473522,0.5898413052782416,6,4
-0.8389563168465201,0.9973316793330014,7,3
-0.26707550129287977,0.052144865272566676,5,3
0.7210993238431435,0.31931662163697183,4,4
1.1827825728349115,0.17004515626467764,5,0
0.1411036473410971,0.7538983258418739,5,3
-1.4672623525014588,0.7412567841820419,3,1
-0.47630634791916954,0.5592546332627535,4,4
-1.984060255487509,0.6310636654961854,3,1
-0.025044249407047345,0.5882088507059962,7,3
-0.12130425606649525,0.3573473375290632,5,4
-0.4610529446260678,0.34774713567458093,3,2
-0.13133865547482174,0.9008506315294653,5,1
2.6916948264357874,0.8175403003115207,3,4
0.601391314938978,0.33105174149386585,6,4
1.093258354024939,0.8280962880235165,8,4
-0.9226887420322774,0.6769209420308471,2,5
-2.0949511209650677,0.34905968862585723,4,2
0.6150659349345551,0.08556737843900919,6,3
1.6386063659994285,0.8239583345130086,5,2
-0.9522571031302723,0.49174803332425654,6,3
-0.9843821753736178,0.44943991326726973,5,2
-1.516288936124227,0.6566743406001478,6,2
-0.5064510542496018,0.2168797506019473,6,2
1.8394483792862233,0.922655317466706,3,1
0.04237877337120734,0.8665511871222407,7,4
0.3588800973709786,0.005489237839356065,5,3
-0.7351990237924024,0.5897353454492986,8,2
0.3577490318916559,0.14137577638030052,5,1
0.19359535345090612,0.006497708382084966,6,2
-2.121149245507576,0.7145154566969723,4,3
2.155820046893833,0.6742183763999492,2,0
-1.3147977852747914,0.41681527299806476,6,2
0.13485634550974107,0.6196474498137832,5,7
-0.2494323590673518,0.2148014148697257,3,3
1.0270429637265739,0.07737251045182347,6,1
0.11491311533946971,0.5305337298195809,7,5
-0.8605993167102228,0.11558146611787379,3,3
-0.269029280424534,0.12863436108455062,4,1
-0.22067463967949394,0.13501367392018437,5,0
0.6436765356487781,0.07023291965015233,7,5
0.11386361477087846,0.0318130049854517,6,2
0.6083330970767052,0.7214849179144949,5,4
0.9624468460379448,0.6386369834654033,4,3
0.5141632441606678,0.8933210992254317,6,2
-0.3534012462594515,0.05687712877988815,6,1
-0.4136311528112419,0.39717798377387226,5,1
1.0250752952103381,0.6601179740391672,5,1
1.0256982635608098,0.1235332852229476,3,2
-1.7637133754404937,0.18013267079368234,5,2
-0.1569107526857791,0.3930698484182358,7,4
-0.5382946921635633,0.6535946682561189,5,3
1.2519583758258712,0.909777456196025,4,3
-0.3204626814060814,0.7953658709302545,5,2
0.5269885783776459,0.5491961557418108,6,5
-1.0614239107764922,0.7955941781401634,5,6
-0.36729905758639564,0.031576535664498806,2,3
0.8684690890062571,0.2565561591181904,3,3
1.292069245701612,0.7508839960210025,0,5
-0.937619532343525,0.5293205953203142,5,3
0.5287468937813079,0.4307423369027674,4,1
-0.6912970029302427,0.40254630078561604,6,4
-2.070040226915213,0.43190779793076217,6,3
1.935750164340775,0.7169747003354132,5,3
1.0406576304558022,0.8032378903590143,7,4
-0.3766812883923782,0.7835199208930135,7,2
-0.9090022899990905,0.27960201539099216,5,3
0.6617333506099338,0.4553976315073669,6,5
-0.1912034067430447,0.42132824566215277,6,5
0.33184531418967944,0.40729413786903024,5,1
0.15674298545344015,0.837446573888883,4,3
-0.6822265291781615,0.8158514425158501,4,4
0.05643113482322235,0.3727614055387676,4,6
-0.5737677435484853,0.5915192565880716,4,1
0.7158240259387942,0.23471821378916502,6,2
-0.18871097576160445,0.29534103721380234,6,4
1.125500046407634,0.6389898573979735,5,3
1.5834336151961161,0.1682685990817845,5,2
-1.259420353585425,0.16444720863364637,7,3
1.9646566406308037,0.7708716075867414,4,4
0.16830734646725198,0.08048075716942549,7,3
0.2540708276420156,0.06041717599146068,3,5
-0.7003910646840592,0.4260705898050219,6,5
-1.639633052487267,0.9192684616427869,8,1
-1.1156840792811655,0.504299812251702,6,5
-0.4154786008455664,0.6050165581982583,8,2
-0.6990745257818503,0.5056929313577712,6,2
-1.2342804583679232,0.31836548796854913,5,2
1.421674610345418,0.811525576049462,7,8
1.3000787422193336,0.36748076044023037,5,8
-1.9700550744385403,0.4326802920550108,3,2
1.3665088592355414,0.9907024579588324,7,1
-0.025584980800263536,0.1756507270038128,7,7
2.4713959132623757,0.6103160083293915,5,0
1.3822499850970245,0.8126892086584121,4,3
-0.3234720199831557,0.8675196589902043,3,3
0.68395741782164,0.1105150964576751,3,1
0.05127322758944715,0.7336127404123545,3,5
-0.96996896283321,0.2911282582208514,4,3
0.7363082041926451,0.9985084473155439,3,3
-1.9703252938223845,0.9130256306380033,6,4
-0.3611920310926339,0.6258335714228451,3,2
1.2124394080692678,0.733916942961514,3,1
-0.7052244386175645,0.7041894074063748,6,4
0.8095517891098,0.029611888341605663,5,2
-0.13296620056264555,0.24836786626838148,5,1
-1.3576860759398737,0.0057992939837276936,6,4
0.7222084735861571,0.023228474659845233,6,2
-0.2556230652655736,0.34021539776585996,5,2
0.6405596195858487,0.40705911885015666,4,1
-1.3811396677449128,0.5986686535179615,7,3
-0.3984840443871841,0.6948017997201532,3,4
-0.01270177816815277,0.8844757785554975,5,8
0.17744720131893058,0.5294789457693696,6,0
-1.7778748838631206,0.9031759477220476,4,2
0.38007341065096617,0.6172590751666576,5,4
0.18002744917489127,0.8898735670372844,4,3
-0.9493369296828765,0.02697518700733781,6,2
0.2645101111116007,0.34176426916383207,3,4
1.4491290875295368,0.07221218361519277,5,4
-1.6854052800043344,0.43163360422477126,6,1
-0.07539278616213921,0.17075782641768456,6,3
3.0596308470256046,0.11233234475366771,6,1
-0.7794629891962633,0.063327272888273,7,2
0.7628714062123999,0.8524102049414068,6,3
0.37814167966333045,0.2911276805680245,7,8
0.29339440766256536,0.034094908740371466,6,7
-1.3335037885736742,0.9048466368112713,6,5
-0.867042960096519,0.6616640309803188,7,3
-1.293625130953693,0.3330495322588831,7,1
-0.9090954717533729,0.36626552138477564,6,2
3.1852890244454883,0.9717724325601012,4,3
-1.567962553847921,0.8673628577962518,6,4
-0.9291704531705145,0.5039771606680006,5,4
-0.042009309006676224,0.2317914159502834,6,8
-1.583642383994164,0.11880847555585206,6,3
0.8962054891951188,0.0029319433961063623,3,6
0.8572790441682769,0.5004406638909131,5,4
2.3475007786658337,0.09227202087640762,4,6
0.5573146427000825,0.3289185748435557,5,3
0.676432082527434,0.3361514457501471,6,3
0.8564225562160832,0.6816442105919123,7,8
-0.9940925669116462,0.019880738575011492,6,4
0.609332904970924,0.09364959830418229,7,1
0.21711916016512248,0.7401896740775555,6,5
-0.8116578301814535,0.3471934187691659,5,3
-0.2627994754034989,0.563765109051019,8,3
0.11026524445454412,0.9251536531373858,7,3
1.6859607864511381,0.08953392901457846,6,5
-0.2854684157550728,0.1649090547580272,3,2
0.5944896433545187,0.029469115659594536,5,3
-0.8201812089334849,0.5689432322978973,4,7
-0.15609837169510907,0.6181472430471331,4,4
-0.62108278237924,0.753329377155751,6,4
-0.0669970131562176,0.10856497613713145,2,7
0.5127359101507882,0.6605176364537328,6,1
-1.408833824446148,0.24573033535853028,6,2
0.5364621742861326,0.9709361516870558,7,6
-0.9679419618032339,0.8010719560552388,8,4
-0.29693492180333947,0.9643955540377647,5,6
-0.3908059753404847,0.867725558578968,3,1
1.4366234371798994,0.005305491387844086,3,1
0.9823799171575714,0.16388086881488562,7,2
-0.23890416337553275,0.7309763836674392,6,4
0.5398118398408944,0.341453023487702,9,3
0.4541363201001529,0.4420454076025635,5,2
-0.030821521850887927,0.901765383547172,5,3
-0.9925696662658112,0.4591201785951853,2,4
0.7578593763533674,0.29364612326025963,6,5
0.2729200717877363,0.5981359449215233,5,4
0.04469723065115288,0.2583383028395474,5,2
0.7612633348026315,0.4021053009200841,3,6
0.3590342166560604,0.1468724871519953,5,3
