x,pet,happy
0.31686558072023535,pig,-0.41822500575974714
0.9027362844639536,dog,-0.0628821029555443
-0.6186381566328821,fish,-0.30646382975283176
-0.18968865265227386,pig,-0.8969092821251102
0.8835079035084028,dog,0.93122934205589325
-0.07658708718420677,pig,1.0219736770986199
0.06676847452765632,pig,0.8213359074145877
-1.1424303981191917,fish,-0.9951118395800773
-1.2866048792597635,fish,-3.264098533406317
-1.7484812991507557,cat,-3.1398143035323676
-0.09017060654818096,pig,-0.5884112437405478
1.580495229447257,dog,1.6882977603923528
0.5386038540401631,pig,0.40146290691312647
1.1563752810918249,dog,1.589721976417385
0.730505853640265,pig,1.4129284155646522
0.6571043771361185,pig,0.5219593585672695
0.7809623225061728,pig,0.35204621353996074
0.11668096461702784,pig,-0.3117828243553905
-0.015518166095854252,pig,1.4405861980451722
1.8196419531669203,dog,0.4740191408926886
-0.15464703199246768,pig,1.0251618186992288
0.60701366354182,pig,2.383949326192033
-1.302137131169198,fish,-0.7942443403217395
0.37334076862451016,pig,0.7681711635426411
-0.5390048305017678,fish,-0.8281479294789877
1.711173496111655,dog,0.6252982483270395
0.9405622169799903,dog,0.8904347924659927
0.2300543955009748,pig,-0.3626361391275944
-0.2239750218464017,pig,-0.22879326275847067
0.9756540759790686,dog,0.9148703299181042
-1.5569524099389838,fish,-0.6467081211258074
0.7868033166035,pig,-0.12237620214882838
-0.02032269111087602,pig,1.278745445950735
0.024127827030075846,pig,0.28684022530111275
-0.2541827017325762,pig,-0.37427208884571683
0.43034801401229067,pig,-0.9552720841048938
-0.7750746814526843,fish,-0.6883459301143203
-0.9795574318283211,fish,-1.5335910257182332
0.02366193195085676,pig,0.8720166471285137
0.4772318495984129,pig,-0.4083294443614536
0.012469626748564434,pig,-0.03496387785042614
-0.43564231266978876,fish,-0.23489009312719036
0.3509810997640776,pig,2.161143920076803
-0.6191000370500683,fish,-2.3950145160941627
0.351196322217035,pig,0.45529153230462416
1.2168806903982219,dog,2.5620170834048066
0.28109336747089864,pig,-0.328459505433622
1.0867518135386258,dog,-0.617253844256282
-0.9549001251970924,fish,-0.982032357152391
-0.7227927758927115,fish,-2.2674674817678437
-0.4236188000715471,fish,-0.2962684377812296
0.11926155774822451,pig,-0.7141841575623399
-0.47554605785352094,fish,-0.8803442484252584
-0.10033613375946092,pig,0.6701458570799758
-0.32509092881207946,pig,-1.5197534334150404
0.6512883444901781,pig,0.28656689075625597
0.022943718845867593,pig,-0.631674868266501
1.033464516392366,dog,1.3672097434067496
-0.1806230625164541,pig,1.6187333416034067
0.16005770959439358,pig,-1.0151023429932582
-1.5474323362919111,fish,-1.2272717775304258
-0.964412919780157,fish,-0.1425407218371243
-0.7403332411747826,fish,-2.0795535957403444
0.5125832881169297,pig,-1.4473614610890155
-0.5261059149990567,fish,-1.0158829706345567
2.113806271672389,dog,2.066667905980745
0.011323679378269464,pig,0.8834165757048775
-1.1320856936885697,fish,-2.0736062783601517
-1.1329002774298793,fish,-2.0205157418451356
0.6909129231809965,pig,0.7359893644075417
-0.8080080184922476,fish,-2.5599950153330226
0.9408251244769718,dog,0.3941841828884902
-1.0235720082373838,fish,-1.7679331096228688
-1.2118429545349498,fish,0.024409525665525678
0.15611190623634613,pig,-0.7620344671344574
1.0149087899964615,dog,0.9783924165642642
-0.8569591664435428,fish,-0.8805162966986007
0.5242086986975114,pig,1.418625673116968
-0.6046896199547255,fish,-0.9987369077406629
-1.625206875988028,cat,-2.0961804963463555
0.058469672435583236,pig,0.7678165555302405
0.48107435920921143,pig,-0.1624388511002121
0.7935675201673045,pig,1.4516834124357247
2.0009279289711857,dog,3.837678230308963
-2.4733463527226,cat,-2.32289124339071
0.4143112471665933,pig,0.9736083122774655
0.3628620638126422,pig,-0.41937455080962704
0.8056427923604618,pig,1.4331730296114085
1.1525661513357968,dog,1.9452095579078008
0.10137123079887467,pig,-0.23460947727546083
0.5849008683371941,pig,1.169980605278622
-2.855380566780409,cat,-4.792713097318808
0.4656790189101659,pig,-1.9444331804492496
0.4484948569491946,pig,1.893754279578829
-1.2703411431219294,fish,-1.4067591840123217
0.3339849883753673,pig,1.1949842209475428
1.851322163531189,dog,1.612401864488628
0.0032262875209261134,pig,-1.2067899855112392
0.7093799978856553,pig,-1.2825065169421848
0.3597008883871969,pig,-0.2410257735014571
0.919238029336668,dog,0.6005617915162444
-2.062438456164247,cat,-0.9042958728071346
2.0592031600606804,dog,1.7795650300121737
1.0749501376412687,dog,1.489379838943299
-0.6586275061236537,fish,-0.16885970871475564
-1.3251786048714258,fish,-1.7047525813220754
