group,value
tight (sd=3),102.18760379778726
wide (sd=20),72.8626254283288
tight (sd=3),104.59975279434144
wide (sd=20),111.82878788393069
tight (sd=3),101.51973534401615
wide (sd=20),60.23405526772586
tight (sd=3),100.09998302878992
wide (sd=20),118.37222267985047
tight (sd=3),95.59734785458727
wide (sd=20),85.42434978403789
tight (sd=3),103.05747314778705
wide (sd=20),95.5878461654776
tight (sd=3),98.21998200032968
wide (sd=20),106.08707935052118
tight (sd=3),102.43722966988238
wide (sd=20),119.85304288943018
tight (sd=3),102.59850349091573
wide (sd=20),98.53464326342124
tight (sd=3),101.10492490972236
wide (sd=20),99.76511964955387
tight (sd=3),103.40445729585626
wide (sd=20),120.09745271225302
tight (sd=3),97.72870215979624
wide (sd=20),105.06686858911924
tight (sd=3),101.33566170669603
wide (sd=20),80.02792916646679
tight (sd=3),102.74779883155834
wide (sd=20),83.97186083037187
tight (sd=3),100.80927622725447
wide (sd=20),123.61708870141912
tight (sd=3),103.0226213466519
wide (sd=20),116.4582943525984
tight (sd=3),95.61570020523155
wide (sd=20),118.97780162166947
tight (sd=3),97.37564316778204
wide (sd=20),74.95606912422487
tight (sd=3),100.49568681507297
wide (sd=20),68.26050498020298
tight (sd=3),100.6216210802624
wide (sd=20),99.56846202689124
tight (sd=3),101.44708567238129
wide (sd=20),76.65196152167245
tight (sd=3),99.78502487557584
wide (sd=20),89.032451342030555
tight (sd=3),97.33321472387138
wide (sd=20),79.17758254970607
tight (sd=3),101.45783071064261
wide (sd=20),100.29580078818078
tight (sd=3),101.02149027170837
wide (sd=20),68.21201332620564
tight (sd=3),96.70622741804027
wide (sd=20),76.45768998450856
tight (sd=3),98.9329166716641
wide (sd=20),115.72074762671915
tight (sd=3),103.29190123217063
wide (sd=20),137.9602987640644
tight (sd=3),97.27992409002259
wide (sd=20),91.72403867056008
tight (sd=3),99.37763012758741
wide (sd=20),113.55330602754555
tight (sd=3),102.03658430214107
wide (sd=20),82.8550938981297
tight (sd=3),97.60663677632574
wide (sd=20),97.57882690725121
tight (sd=3),95.22538318606743
wide (sd=20),85.65658856309237
tight (sd=3),103.54104437355292
wide (sd=20),90.78554984709865
tight (sd=3),103.66770786951444
wide (sd=20),98.91938543350865
tight (sd=3),99.96727244032046
wide (sd=20),136.9642769993406
tight (sd=3),101.03656739724315
wide (sd=20),111.59947270075872
tight (sd=3),100.28256747414581
wide (sd=20),101.78324536229886
tight (sd=3),100.02038010362125
wide (sd=20),119.38494859826629
tight (sd=3),102.22786863429762
wide (sd=20),120.77852952093558
tight (sd=3),103.12655960848487
wide (sd=20),87.49998608287322
tight (sd=3),99.04198858530887
wide (sd=20),98.84619838710422
tight (sd=3),100.96793018867046
wide (sd=20),83.12073648477764
tight (sd=3),102.05515893648106
wide (sd=20),103.75106426136307
tight (sd=3),100.96072832303531
wide (sd=20),91.3643131445532
tight (sd=3),94.25518592792696
wide (sd=20),63.88405839537676
tight (sd=3),92.98011130180399
wide (sd=20),96.56645307428929
tight (sd=3),101.44859288073684
wide (sd=20),85.25006744117402
tight (sd=3),103.53559014214413
wide (sd=20),99.9307931305446
tight (sd=3),96.12166889949141
wide (sd=20),98.41251657832169
tight (sd=3),101.84731925573308
wide (sd=20),96.08136863868972
tight (sd=3),100.7681262426597
wide (sd=20),66.59053402502936
tight (sd=3),102.18351700717149
wide (sd=20),81.39702383273764
tight (sd=3),103.97233275560906
wide (sd=20),84.93486110151386
tight (sd=3),100.44147547053593
wide (sd=20),97.76592359623086
tight (sd=3),98.2043818217361
wide (sd=20),90.5861402437051
tight (sd=3),106.57758978033756
wide (sd=20),82.68151967260226
tight (sd=3),106.98133838673473
wide (sd=20),68.57511250068254
tight (sd=3),103.40460879930836
wide (sd=20),110.62139022994359
tight (sd=3),99.42734633143488
wide (sd=20),92.2785400383765
tight (sd=3),101.42453369198095
wide (sd=20),71.12700303491145
tight (sd=3),98.36357519422545
wide (sd=20),121.59357584630644
tight (sd=3),103.16694563461243
wide (sd=20),107.51275213401054
tight (sd=3),101.28706549747857
wide (sd=20),80.14259966792554
tight (sd=3),94.54013075753333
wide (sd=20),121.96406165354395
tight (sd=3),97.92407173288191
wide (sd=20),87.0430411749648
tight (sd=3),94.20451525697331
wide (sd=20),99.89620282497819
tight (sd=3),103.62901603793466
wide (sd=20),97.28987136641918
tight (sd=3),99.16299985507835
wide (sd=20),125.98616647940396
tight (sd=3),96.71265031917541
wide (sd=20),61.968879863704
tight (sd=3),99.69344187260998
wide (sd=20),124.23837783213209
tight (sd=3),101.07106887446861
wide (sd=20),88.16243310894028
tight (sd=3),97.35309230274804
wide (sd=20),106.76029903994156
tight (sd=3),99.83005661812514
wide (sd=20),128.73238808853142
tight (sd=3),98.25694314573751
wide (sd=20),108.0666148943892
tight (sd=3),101.93226456719657
wide (sd=20),85.07022025482917
tight (sd=3),106.07003215973802
wide (sd=20),126.86246367129186
tight (sd=3),102.58747749268048
wide (sd=20),96.29210832799063
tight (sd=3),99.9252715255647
wide (sd=20),119.4520225943391
tight (sd=3),101.8019048469486
wide (sd=20),118.42326999417368
tight (sd=3),103.64944220514506
wide (sd=20),98.95539276548143
tight (sd=3),96.47040535084521
wide (sd=20),71.29964416254154
tight (sd=3),98.1719798970401
wide (sd=20),121.02105315037979
tight (sd=3),101.16178771962988
wide (sd=20),144.81189481499558
tight (sd=3),95.80257956655154
wide (sd=20),114.00766920916058
tight (sd=3),103.69747555214684
wide (sd=20),76.53837808006514
tight (sd=3),100.04652250194695
wide (sd=20),90.09985997529196
tight (sd=3),95.13712284408372
wide (sd=20),105.57353165803228
tight (sd=3),98.00360600708602
wide (sd=20),114.31426188662596
tight (sd=3),98.2754784712807
wide (sd=20),56.734140212180826
tight (sd=3),97.29432107359605
wide (sd=20),90.95992575690228
tight (sd=3),104.47479811109639
wide (sd=20),80.49420428851053
tight (sd=3),99.58816204841857
wide (sd=20),89.2660784393054
tight (sd=3),100.32484509423342
wide (sd=20),106.16775040135619
tight (sd=3),96.89435469005447
wide (sd=20),108.43587587441758
tight (sd=3),98.6657682438348
wide (sd=20),108.77323750344488
tight (sd=3),99.41185220293737
wide (sd=20),80.2721051938531
tight (sd=3),96.19190652475147
wide (sd=20),86.66975233580268
tight (sd=3),102.86056355395216
wide (sd=20),105.08576857910015
tight (sd=3),101.41763996147758
wide (sd=20),83.89865057335044
tight (sd=3),98.32366569582798
wide (sd=20),107.25901336993542
tight (sd=3),103.72619367920939
wide (sd=20),115.0380764457379
tight (sd=3),99.95422460144154
wide (sd=20),81.22080809214305
tight (sd=3),97.62463483240093
wide (sd=20),93.75609714780643
tight (sd=3),98.79514377235787
wide (sd=20),98.37644992659685
tight (sd=3),94.30989613139185
wide (sd=20),112.42078387733885
tight (sd=3),102.9159248032747
wide (sd=20),107.47277167541615
tight (sd=3),98.45813543227742
wide (sd=20),91.52526510725656
tight (sd=3),100.04368501806972
wide (sd=20),94.21756529148062
tight (sd=3),99.21719328937543
wide (sd=20),92.34072833940826
tight (sd=3),104.56707517602733
wide (sd=20),118.37423942027678
tight (sd=3),95.57989076264563
wide (sd=20),120.34098009588115
tight (sd=3),99.9503259578389
wide (sd=20),113.5902351532711
tight (sd=3),100.07362182664482
wide (sd=20),127.22994666663136
tight (sd=3),99.99622903342154
wide (sd=20),95.5239091699251
tight (sd=3),98.69820188012557
wide (sd=20),112.02890626619251
tight (sd=3),98.7833228295174
wide (sd=20),97.158489998601
tight (sd=3),100.46569995661788
wide (sd=20),112.27801007898799
tight (sd=3),97.08285454597248
wide (sd=20),121.14024456618223
tight (sd=3),104.64452479122797
wide (sd=20),159.22986218477507
tight (sd=3),98.88963000097985
wide (sd=20),112.91877313895255
tight (sd=3),105.88457577057812
wide (sd=20),106.96454440438431
tight (sd=3),98.17001327244677
wide (sd=20),78.96274621920436
tight (sd=3),99.76771372777598
wide (sd=20),109.99878127607809
tight (sd=3),94.51342221193634
wide (sd=20),97.31292253096488
tight (sd=3),102.41777272574888
wide (sd=20),75.63331658521167
tight (sd=3),95.56722465977435
wide (sd=20),139.6760507675662
tight (sd=3),91.08023286105498
wide (sd=20),65.11813590081412
tight (sd=3),95.98071357411587
wide (sd=20),106.44076873453263
tight (sd=3),99.2024739209305
wide (sd=20),60.413047673983336
tight (sd=3),98.84801977513702
wide (sd=20),114.50259643612915
tight (sd=3),98.19117301010745
wide (sd=20),92.31655910288387
tight (sd=3),98.04542788834621
wide (sd=20),98.78227649559238
tight (sd=3),105.27301452784619
wide (sd=20),70.92862340321902
tight (sd=3),99.94289540443798
wide (sd=20),102.17996057027744
tight (sd=3),100.46585383738562
wide (sd=20),97.16743470338147
tight (sd=3),97.71746067741526
wide (sd=20),131.9187683457868
tight (sd=3),95.35081927836924
wide (sd=20),129.0998599911843
tight (sd=3),108.25049503518558
wide (sd=20),98.63042899555877
tight (sd=3),103.14226974512349
wide (sd=20),93.57704055123783
tight (sd=3),102.75397742129122
wide (sd=20),99.62800387746586
tight (sd=3),101.41032852405318
wide (sd=20),73.5660508514753
tight (sd=3),98.14788373649539
wide (sd=20),94.84400452708628
tight (sd=3),100.12631881814994
wide (sd=20),109.46102655738336
tight (sd=3),97.29430329613437
wide (sd=20),118.44354864103602
tight (sd=3),104.01874962946762
wide (sd=20),82.92278085082637
tight (sd=3),102.41156305030435
wide (sd=20),61.49448532131852
tight (sd=3),100.95543595933971
wide (sd=20),131.23128061022942
tight (sd=3),99.42864008004011
wide (sd=20),79.89900309415665
tight (sd=3),96.73819992816485
wide (sd=20),91.18359885706226
tight (sd=3),100.43619918735557
wide (sd=20),57.03256353095224
tight (sd=3),107.38840075230327
wide (sd=20),100.96573333956482
tight (sd=3),102.77085907663204
wide (sd=20),95.57810649106503
tight (sd=3),102.22563006393679
wide (sd=20),93.46631670918077
tight (sd=3),104.24806537568801
wide (sd=20),108.00422030177849
tight (sd=3),103.75499011079374
wide (sd=20),79.34129445669635
tight (sd=3),106.32671707288338
wide (sd=20),69.27708653684603
tight (sd=3),102.1309378087804
wide (sd=20),132.02517818900947
tight (sd=3),95.57445397400933
wide (sd=20),107.74519400100088
tight (sd=3),98.23082054885032
wide (sd=20),117.90250074443881
tight (sd=3),100.419109739428
wide (sd=20),109.98541473273454
tight (sd=3),98.46482730011583
wide (sd=20),88.57045371616132
tight (sd=3),100.45281205345945
wide (sd=20),86.79075430445968
tight (sd=3),101.32611818601906
wide (sd=20),94.97687257033212
tight (sd=3),99.51280263220248
wide (sd=20),105.04879492561837
tight (sd=3),102.91551562310792
wide (sd=20),104.55315668956207
tight (sd=3),97.98620355464129
wide (sd=20),105.47730642951157
tight (sd=3),104.9151914840955
wide (sd=20),121.42149424515596
tight (sd=3),96.79518195600087
wide (sd=20),94.35679659152417
tight (sd=3),99.9657636260268
wide (sd=20),52.39021374622624
tight (sd=3),94.40415598106247
wide (sd=20),111.90539153139864
tight (sd=3),100.05475259049875
wide (sd=20),99.15781624253917
tight (sd=3),99.25893836333739
wide (sd=20),112.64685101782108
tight (sd=3),97.24172466326755
wide (sd=20),122.89925167399986
tight (sd=3),93.48050670260047
wide (sd=20),78.36688551175618
tight (sd=3),98.05186883663944
wide (sd=20),100.44702570316407
tight (sd=3),101.57578464939596
wide (sd=20),102.57392962172935
tight (sd=3),99.1728180677273
wide (sd=20),89.00268360207038
tight (sd=3),100.16412929590854
wide (sd=20),72.27912030430609
tight (sd=3),98.83525118279495
wide (sd=20),97.16742670905158
tight (sd=3),98.74893086191624
wide (sd=20),80.75085125254586
tight (sd=3),96.5074745045351
wide (sd=20),116.09212216393334
tight (sd=3),105.21359240523087
wide (sd=20),74.77883414537705
tight (sd=3),99.23776794943144
wide (sd=20),88.64809129856941
tight (sd=3),97.07884413025457
wide (sd=20),88.13822377017627
tight (sd=3),103.33359683987639
wide (sd=20),87.36861423746036
tight (sd=3),102.92049716927052
wide (sd=20),119.50751595499382
tight (sd=3),103.77138602754212
wide (sd=20),114.46087451244463
tight (sd=3),105.32886274974929
wide (sd=20),114.57410410823655
tight (sd=3),91.95049443324942
wide (sd=20),132.99653612725572
tight (sd=3),101.97958922543702
wide (sd=20),112.27093588607963
tight (sd=3),103.53834900055094
wide (sd=20),121.43437330017169
tight (sd=3),101.18054132938641
wide (sd=20),118.41867621152637
tight (sd=3),96.43042399875903
wide (sd=20),93.88373800285292
tight (sd=3),98.93041790413405
wide (sd=20),99.4133037876393
tight (sd=3),95.60347586816684
wide (sd=20),98.32882577612085
tight (sd=3),96.72780954371332
wide (sd=20),97.94863045937086
tight (sd=3),98.0282373531048
wide (sd=20),78.43218215005948
tight (sd=3),106.7888230118262
wide (sd=20),119.90347712830689
tight (sd=3),100.26307008841641
wide (sd=20),117.23900996464423
tight (sd=3),102.3025690048502
wide (sd=20),86.49674221908369
tight (sd=3),98.1605276081065
wide (sd=20),93.78661327892046
tight (sd=3),100.45750890973294
wide (sd=20),87.98977701763496
tight (sd=3),98.22487765968606
wide (sd=20),79.26158550243855
tight (sd=3),97.11788509868187
wide (sd=20),122.13332160841813
tight (sd=3),98.24512601524843
wide (sd=20),103.64628726751283
tight (sd=3),101.97001866802296
wide (sd=20),100.59429501583998
tight (sd=3),99.12925123601892
wide (sd=20),109.27976492821824
tight (sd=3),102.71229318678549
wide (sd=20),95.29087100747994
tight (sd=3),100.59706067110797
wide (sd=20),90.83449674373497
tight (sd=3),99.84527557936738
wide (sd=20),71.9237830470197
tight (sd=3),97.2753844615417
wide (sd=20),100.96458456460537
tight (sd=3),96.57256498176056
wide (sd=20),90.10596600681522
tight (sd=3),102.97097480729424
wide (sd=20),103.0389109359524
tight (sd=3),100.33681983314027
wide (sd=20),95.83998464892215
tight (sd=3),103.44889502248363
wide (sd=20),100.91723625776524
tight (sd=3),97.26851402830161
wide (sd=20),138.96255168229635
tight (sd=3),96.6885408504531
wide (sd=20),97.77317079837877
tight (sd=3),95.09539808101329
wide (sd=20),80.82290588410096
tight (sd=3),95.15085251738448
wide (sd=20),84.4649001942892
tight (sd=3),97.48978897753996
wide (sd=20),101.57845345021683
tight (sd=3),103.27899734672349
wide (sd=20),70.58005693804057
tight (sd=3),103.70529454060465
wide (sd=20),92.73499062608596
tight (sd=3),100.51619980493966
wide (sd=20),79.99810950876099
tight (sd=3),100.361479510717
wide (sd=20),111.08130251190069
tight (sd=3),101.67259801100448
wide (sd=20),138.78736861900086
tight (sd=3),101.47414948609351
wide (sd=20),91.07801350156059
tight (sd=3),99.7929621268703
wide (sd=20),112.6272882103209
tight (sd=3),95.94761105525839
wide (sd=20),47.570912683116674
tight (sd=3),102.39807271355099
wide (sd=20),105.81629330661438
tight (sd=3),99.03971776892975
wide (sd=20),78.97557194433004
tight (sd=3),98.92914643186602
wide (sd=20),120.5348966053709
tight (sd=3),98.46781618645883
wide (sd=20),88.69412903701415
tight (sd=3),94.36335975265057
wide (sd=20),101.41270706319402
tight (sd=3),97.14446473036323
wide (sd=20),77.23910377885318
tight (sd=3),106.81946984479445
wide (sd=20),82.10210133151305
tight (sd=3),100.60806288999156
wide (sd=20),88.31955532116011
tight (sd=3),93.07433590638811
wide (sd=20),84.5537208724033
tight (sd=3),99.83009300998505
wide (sd=20),104.39721142359907
tight (sd=3),100.1885315261366
wide (sd=20),125.92775914216625
tight (sd=3),102.13068441217439
wide (sd=20),122.21283285643493
tight (sd=3),98.22307780806551
wide (sd=20),87.45405011798904
tight (sd=3),100.89557389091024
wide (sd=20),132.35019968319355
tight (sd=3),101.92760688013556
wide (sd=20),114.46373995552003
tight (sd=3),106.33838528672237
wide (sd=20),107.90587111734229
tight (sd=3),102.75333889949651
wide (sd=20),78.07746182717959
tight (sd=3),95.28143574137403
wide (sd=20),119.68561370535336
tight (sd=3),102.97792519424956
wide (sd=20),82.58263778346375
tight (sd=3),101.43856261385449
wide (sd=20),55.23506269501836
tight (sd=3),99.11025833375194
wide (sd=20),118.44139301268117
tight (sd=3),102.44752070415767
wide (sd=20),85.01816803142744
tight (sd=3),97.00068516082571
wide (sd=20),113.71035076013325
tight (sd=3),101.64763088314841
wide (sd=20),141.13140556846335
tight (sd=3),100.83931361336582
wide (sd=20),78.05989999185024
tight (sd=3),102.74990766926493
wide (sd=20),90.6161585764471
tight (sd=3),94.80622822664927
wide (sd=20),103.69636770616212
tight (sd=3),95.56125679954212
wide (sd=20),72.01128596650518
tight (sd=3),106.68943308215447
wide (sd=20),100.66125484890051
tight (sd=3),101.1594968393437
wide (sd=20),100.59365458491138
tight (sd=3),101.98079706264113
wide (sd=20),83.38149784273219
tight (sd=3),99.17129437092034
wide (sd=20),100.34274872449718
tight (sd=3),100.82779899552978
wide (sd=20),87.81998867900583
tight (sd=3),93.17730639546716
wide (sd=20),68.84317952867463
tight (sd=3),102.72425721984415
wide (sd=20),96.74321598509563
tight (sd=3),96.74124067514889
wide (sd=20),95.06949811139408
tight (sd=3),99.35341985616706
wide (sd=20),97.09523622513733
tight (sd=3),97.79971787135719
wide (sd=20),111.53166768932967
tight (sd=3),100.63635350534109
wide (sd=20),51.38990709017607
tight (sd=3),97.18257428970165
wide (sd=20),63.847781848016865
tight (sd=3),98.14241909000843
wide (sd=20),94.86315337855888
tight (sd=3),100.73203347375753
wide (sd=20),82.33863898980617
tight (sd=3),101.11523015027633
wide (sd=20),79.3945788681046
tight (sd=3),101.88162465626516
wide (sd=20),68.43239248478267
tight (sd=3),96.78065822235598
wide (sd=20),99.17474974727013
tight (sd=3),97.8739218573041
wide (sd=20),131.40714734454158
tight (sd=3),102.72139501535251
wide (sd=20),64.08257855138844
tight (sd=3),99.04088308452204
wide (sd=20),79.87593603781043
tight (sd=3),103.49519782286303
wide (sd=20),98.43775045221308
tight (sd=3),98.13486835344114
wide (sd=20),71.06270245102888
tight (sd=3),103.74463956924284
wide (sd=20),102.30818928767101
tight (sd=3),104.32120462527408
wide (sd=20),75.87296334802815
tight (sd=3),102.28598031415494
wide (sd=20),138.42951064411633
tight (sd=3),101.67811370513049
wide (sd=20),97.89859076293213
tight (sd=3),104.79779141818409
wide (sd=20),90.24201987705624
tight (sd=3),99.70462679545082
wide (sd=20),74.47974591268577
tight (sd=3),95.65133864774641
wide (sd=20),74.25932592345293
tight (sd=3),99.22701608193239
wide (sd=20),73.17718380080805
tight (sd=3),93.90078600839243
wide (sd=20),107.93075665702887
tight (sd=3),101.76089251456544
wide (sd=20),110.61681186987394
tight (sd=3),100.48175959749234
wide (sd=20),82.12155602733299
tight (sd=3),100.33945860429583
wide (sd=20),121.27647646293185
tight (sd=3),101.71507182072189
wide (sd=20),98.57758800714075
tight (sd=3),97.10341103740454
wide (sd=20),60.54977795157972
tight (sd=3),100.95400345903589
wide (sd=20),116.45991295115019
tight (sd=3),99.47947723050504
wide (sd=20),98.97848640582095
tight (sd=3),97.2621664573218
wide (sd=20),132.20724277892265
tight (sd=3),94.45931568216412
wide (sd=20),97.18754989354082
tight (sd=3),102.00855405419402
wide (sd=20),110.05491620923988
tight (sd=3),99.67364044346326
wide (sd=20),86.73759417041143
tight (sd=3),104.6997260539947
wide (sd=20),118.11952994026066
tight (sd=3),97.46546430500639
wide (sd=20),106.19407689338765
tight (sd=3),103.29294785335041
wide (sd=20),99.28426672559843
tight (sd=3),100.90264102833298
wide (sd=20),122.18154892540272
tight (sd=3),97.66910124350534
wide (sd=20),107.9083841978272
tight (sd=3),99.8846974640456
wide (sd=20),83.19897479786849
tight (sd=3),103.3284687066187
wide (sd=20),123.66993362041605
tight (sd=3),101.60897579655861
wide (sd=20),103.04910437208017
tight (sd=3),98.90995462551845
wide (sd=20),130.7948155318631
tight (sd=3),99.68349786543494
wide (sd=20),110.18877734028747
tight (sd=3),101.00162392851624
wide (sd=20),101.2069947085535
tight (sd=3),102.43069315670034
wide (sd=20),94.16794986221713
tight (sd=3),94.94891385125203
wide (sd=20),126.13511918489044
tight (sd=3),101.99718352882097
wide (sd=20),100.36862315554805
