p,i,score
23,7,-2.4036712085443015
23,8,-1.607864052925996
23,9,-1.7524025217457115
23,10,-2.276004628392701
23,11,-0.07883867638959763
23,12,1.0256109203190331
24,1,2.51713771320062
24,2,1.537331995218992
24,3,1.9406997023677537
24,4,1.2230747908909874
24,5,1.0144851465402507
24,6,2.307751011692212
24,7,1.3262313593741186
24,8,1.3346031994577043
24,9,2.4952895800353505
24,10,2.732113793636101
24,11,1.7378787230089692
24,12,2.697993571058055
25,1,1.6573433482093092
25,2,1.2545390559402896
25,3,1.1776601797795148
25,4,-0.40084811862256803
25,5,-0.8803774953336244
25,6,1.0537605455099837
25,7,-0.7073567310872018
25,8,-1.2422910411028654
25,9,0.7204100741644729
25,10,0.1475610219699151
25,11,-0.31742411114724967
25,12,1.9057858170990667
26,1,4.341414252155678
26,2,3.0053293823636738
26,3,2.6868807650207374
26,4,0.8694006077103069
26,5,1.1019873069866368
26,6,0.9251036498869973
26,7,0.44440816681372897
26,8,2.81118423444152
26,9,2.672884794834041
26,10,2.828008747865397
26,11,1.510959189920493
26,12,2.330047045392815
27,1,2.984776574427206
27,2,2.0062370111331984
27,3,3.540507284348645
27,4,2.2342106692875996
27,5,1.0829058349616372
27,6,0.8597883512371356
27,7,1.822104624660899
27,8,2.443012119430701
27,9,2.22571093325758
27,10,2.2864905241013624
27,11,2.803672101179159
27,12,3.55347971983824
28,1,1.4552759292963708
28,2,1.8701793791507444
28,3,0.41319600674100043
28,4,2.706975704554389
28,5,-0.5662849361531366
28,6,1.0439046240850187
28,7,0.42757851140665126
28,8,0.4777985928957855
28,9,1.0730686393685482
28,10,0.820225482690696
28,11,-1.3201705010558746
28,12,0.8169801347981962
29,1,3.238487963548005
29,2,3.055841893642122
29,3,0.6843792953200267
29,4,-0.665173519748286
29,5,-0.7558047375442866
29,6,-0.17407187212884478
29,7,-0.8015176706749001
29,8,1.2276901233160213
29,9,1.0088789583848645
29,10,2.1688676480333537
29,11,-0.3055070918132956
29,12,1.2619276028516997
30,1,3.1282770768552983
30,2,3.601113601999406
30,3,1.7198557320101384
30,4,1.498903486378954
30,5,2.153891941739735
30,6,3.1391085341324976
30,7,2.193673648370686
30,8,2.2131150481864457
30,9,1.1654944139182088
30,10,0.8220944820112497
30,11,3.1894001619469687
30,12,3.254435986773384
31,1,-0.15311495897957272
31,2,1.6039739163058067
31,3,-0.8436130199601182
31,4,-0.4023265129812798
31,5,-1.0878145823235938
31,6,-1.271729979503352
31,7,-1.1527752571948358
31,8,-1.3540931419270363
31,9,0.5693413741714879
31,10,0.21895821010507668
31,11,-0.7539595742442987
31,12,1.7154802106915956
32,1,1.087662300746059
32,2,1.0819351537201713
32,3,0.37648336581293185
32,4,0.16336664446656618
32,5,-0.663053989692838
32,6,1.0526452657620466
32,7,0.03688260560706605
32,8,1.2217422351231262
32,9,0.027126135794463324
32,10,0.4670587739751354
32,11,1.0788164531912916
32,12,0.6412208157430623
33,1,-0.2878387458736035
33,2,1.262272521103389
33,3,-0.4252025935454942
33,4,-0.4917161647278386
33,5,-1.7731817824331875
33,6,0.5345932782784031
33,7,-1.0091667365455188
33,8,-0.36658679996325927
33,9,-0.5285734373912936
33,10,0.5660603521026717
33,11,-0.7437098084483439
33,12,1.3795853725828402
34,1,0.9022561293026111
34,2,2.6985370571342027
34,3,0.7299652257266105
34,4,-0.5239670015408959
34,5,0.42583736759299273
34,6,0.5149838756274139
34,7,0.22016425263718795
34,8,1.222134617797016
34,9,0.8929411298696003
34,10,2.6424047843170957
34,11,-0.058741241809486144
34,12,1.8988211913752884
35,1,1.4681477060127768
35,2,1.8026652480235823
35,3,0.8800507151258492
35,4,1.014994232633603
35,5,-1.556556029997736
35,6,0.12749755060495804
35,7,-0.03991394401827346
35,8,-0.2462645367267695
35,9,0.6840163817096263
35,10,0.14159752456638997
35,11,0.7943248074065232
35,12,1.647063874369116
36,1,2.5011855273025265
36,2,2.0753059097474784
36,3,0.8030639035010747
36,4,2.634966567248956
36,5,-0.30855812796982296
36,6,0.8387490209753313
36,7,0.4129205368569137
36,8,2.3568125164885236
36,9,1.3673560763870758
36,10,2.4592910240760797
36,11,0.42223888113433206
36,12,2.18706089762791
37,1,1.4351903522846294
37,2,2.120111299348166
37,3,0.4967958426980787
37,4,1.5295596809593315
37,5,-0.19696292240272606
37,6,0.9540964137748645
37,7,1.8062621156311796
37,8,0.0367141634462792
37,9,1.5522718778332392
37,10,1.8782949896381034
37,11,1.7375735110015755
37,12,2.139730404459883
38,1,0.23687183333164216
38,2,0.2814355305984758
38,3,-0.2753910335124776
38,4,-0.015927726890845983
38,5,-1.9584479092456097
38,6,-0.037157065164038494
38,7,-0.7479647168302523
38,8,-0.48440400900604147
38,9,1.3547425085924798
38,10,-0.18115995400819682
38,11,-1.2744880027435235
38,12,0.7231238340328756
39,1,1.3444603660178693
39,2,1.1039042140917315
39,3,0.4294310399365158
39,4,1.102882230820412
39,5,0.38864995312325346
39,6,1.0615730923213003
39,7,-0.27173764756655494
39,8,0.38560475815927797
39,9,-0.2174650294852758
39,10,0.9523591585731048
39,11,-0.3638981515724826
39,12,0.9235517095565824
40,1,0.8016932123752784
40,2,0.11629893287420989
40,3,-0.7068746787278183
40,4,-0.018302096282534375
40,5,-2.0135444190011325
40,6,-0.7381144944078277
40,7,-1.4977678256582612
40,8,-1.1549480139493808
40,9,-1.283581516661794
40,10,0.2436293894294954
40,11,-0.41453287734892746
40,12,-0.055589869275358916
41,1,1.042971073014416
41,2,-0.2663049885820315
41,3,-1.2522938537275747
41,4,-1.7583134656538326
41,5,-2.0027064703322845
41,6,-1.5605629430794097
41,7,-1.1833577831012052
41,8,-1.1031708809770233
41,9,-0.27942962763737167
41,10,-1.1124973488344199
41,11,-2.3441532160632033
41,12,0.4351318452638068
42,1,2.040056845974201
42,2,2.742673780285126
42,3,0.7794968943229064
42,4,1.5761699731049927
42,5,0.23070326477559433
42,6,0.679025316058518
42,7,-0.5837247358625526
42,8,0.21297591972276247
42,9,1.1579672276532622
42,10,1.3894645234409102
42,11,-0.20572991671800234
42,12,2.032179856146589
43,1,-1.0338652457680992
43,2,0.3830562235511831
43,3,-1.0341157942948715
43,4,-1.1056990717913435
43,5,-1.6453977068889365
43,6,-1.5781221587665322
43,7,-0.6599850293317536
43,8,-1.8257410100768237
43,9,-2.1932095615136333
43,10,-1.3297826986271282
43,11,-1.4768308535645098
43,12,-0.008455724424999367
44,1,0.7002983029863457
44,2,1.0976554633106796
44,3,0.6140498412824339
44,4,0.9358863588126176
44,5,-0.48539380944664484
44,6,-0.09947471355027249
44,7,0.18369592047920194
44,8,1.2063417641164376
44,9,0.0168930172504953
44,10,2.1670527016479286
44,11,0.8895929187714352
44,12,0.741332353671096
45,1,-0.5501945604668994
45,2,0.019881275762248463
45,3,-0.7194728825647746
45,4,-1.0243356202114162
45,5,-2.1578051203280326
45,6,-0.3358168162626247
45,7,-0.9111349093868351
45,8,-1.444670240806997
45,9,-0.8887345617592779
45,10,-0.9567587338138498
45,11,-2.6790577396324564
45,12,0.07026786691518555
46,1,1.9239573315837377
46,2,2.4098981533222794
46,3,0.847665536841084
46,4,2.199978854163612
46,5,-0.4399290917530413
46,6,2.794267340243385
46,7,0.356477209312681
46,8,1.6423498492653525
46,9,3.0246796088555605
46,10,1.4442739723656077
46,11,1.1348341926460155
46,12,2.26254254618025
47,1,1.7359041112550149
47,2,2.1649808609261942
47,3,-0.23804039772047525
47,4,0.44517447548727973
47,5,-1.1310877346885615
47,6,1.2495479450627514
47,7,0.6985012957490113
47,8,0.13243348900714869
47,9,0.27460481726013186
47,10,0.0799288463188923
47,11,1.16659407395811
47,12,1.5048260746693012
48,1,1.051970209640357
48,2,2.0599021222844205
48,3,0.6555259235841837
48,4,-0.5328598372691229
48,5,-0.4749684617805241
48,6,-0.6375941950738484
48,7,-0.47275782324186044
48,8,-0.3705166250144409
48,9,0.2541796285263824
48,10,0.1204399308269824
48,11,-0.2215793148750741
48,12,1.3593260895347385
49,1,0.26685800578122376
49,2,1.6740797598442823
49,3,1.180579155675936
49,4,1.3930231955218408
49,5,0.02101870039217403
49,6,2.244096849679162
49,7,0.435044213531562
49,8,0.7797811691069407
49,9,0.9895863385754167
49,10,2.9596175052533256
49,11,0.34061927969173794
49,12,2.8859719659557688
50,1,2.176157619961984
50,2,0.973882874683677
50,3,1.4085903249284513
50,4,1.2876910227777028
50,5,0.2622809339699332
50,6,-0.5661961489123061
50,7,-0.3869916286391602
50,8,0.07306265161970188
50,9,0.8344109889329737
50,10,0.8997888905672128
50,11,0.29952327487966995
50,12,2.1652118727643845
51,1,0.4228969073000891
51,2,1.06262023133762
51,3,-0.6316239077504712
51,4,-1.5348337876678344
51,5,-2.9998574173709374
51,6,-0.0016457261528676215
51,7,-1.717452297163127
51,8,-1.0050961499104032
51,9,-0.6137765514708384
51,10,-0.18651551220135087
51,11,-1.4871569515523049
51,12,-0.08026725657692135
52,1,1.0534483675240442
52,2,0.31086767012588556
52,3,-0.2492580412739142
52,4,-0.16527451192919818
52,5,-1.8442737597110805
52,6,0.14187051966610947
52,7,-0.16284036381823858
52,8,-0.2200975707491303
52,9,0.30372201417687955
52,10,0.2472043700053063
52,11,-0.35209589710486633
52,12,0.013648544385787442
53,1,0.8706069041723566
53,2,1.1558453542459146
53,3,-0.20932929319557458
53,4,-0.06922460801602193
53,5,-1.7420324263272737
53,6,-0.978765688500455
53,7,-1.0670396044501114
53,8,-1.4005172615899828
53,9,-0.1621019900832124
53,10,-0.13557709269204926
53,11,-0.946695826296866
53,12,0.20986696394817217
54,1,1.6137591088013363
54,2,2.0218052819333847
54,3,1.5557448550896824
54,4,-0.06349521931329827
54,5,-0.8396824395718274
54,6,1.8809308620334864
54,7,0.06256745882296974
54,8,1.4899114972770386
54,9,0.16640851881063756
54,10,1.7923246457876805
54,11,-0.17540471852950346
54,12,1.1599264513925585
55,1,0.515204835425417
55,2,0.22870586276364369
55,3,-1.3077447946945233
55,4,-0.9706119201889511
55,5,-1.2985827984494402
55,6,-1.1703640299751334
55,7,-0.2050926903923489
55,8,0.17827427218730485
55,9,-1.2135735882365664
55,10,-1.3531209836197853
55,11,-2.2045551436673456
55,12,1.2206101638001712
56,1,-0.03814593223744733
56,2,1.5457661722326441
56,3,-0.2629791358486239
56,4,-0.720016489042806
56,5,-1.7141168215652725
56,6,0.03602230196771077
56,7,0.9083701342076997
56,8,-0.05324046593788284
56,9,-1.0790225947128431
56,10,-0.06650631762552706
56,11,-1.091612350097829
56,12,0.33818363361630666
57,1,0.23906476701444357
57,2,-0.47628965968947506
57,3,-0.36648265140244585
57,4,-0.617944143823413
57,5,-2.0706120622952957
57,6,0.15564865160409624
57,7,-1.8810837240616012
57,8,-1.0893267781630849
57,9,1.4312510118831099
57,10,-0.9685287857575425
57,11,-0.007946169227225575
57,12,-1.0268398089895048
58,1,0.18482281306936976
58,2,-0.27810557896545507
58,3,-1.9110594290927074
58,4,-0.945483231913002
58,5,-0.20260243720374516
58,6,-0.8610617845104016
58,7,-1.628573619540608
58,8,-0.30614859279329887
58,9,-1.171087736311808
58,10,-0.2790333835254727
58,11,-0.7879234344483452
58,12,0.06508399834228834
59,1,0.8236897480889305
59,2,2.3655364997752475
59,3,0.1374600518949945
59,4,2.1050071254659644
59,5,-0.8776468790220064
59,6,0.19486225233907076
59,7,-0.5664360121493572
59,8,-1.9689575304745215
59,9,-0.9196595662546467
59,10,0.5832823790128013
59,11,-0.40661999624867873
59,12,2.546608986700152
60,1,0.1884248753647551
60,2,-0.2847991327199122
60,3,-0.1593017426925023
60,4,-1.0565872428888605
60,5,-1.7503138463107584
60,6,-0.3150879083389272
60,7,-1.2419721998731301
60,8,-1.2431589040037112
60,9,-0.9123892112786854
60,10,-0.7474789057990179
60,11,0.004179436791670765
60,12,0.33005468007240774
61,1,0.16822872213548157
61,2,0.5528809735509443
61,3,-0.7383847413402734
61,4,0.6119179733746036
61,5,-1.2150659623728222
61,6,0.2930860912121842
61,7,-0.19811810278877137
61,8,-2.3578085390950783
61,9,-0.4837353381949734
61,10,1.8832742667533475
61,11,-0.02514552804168166
61,12,1.078663466737575
62,1,1.4874443378993272
62,2,1.6262491074384822
62,3,-0.641567197353933
62,4,0.6210923061952289
62,5,-0.19205758302666587
62,6,0.5649727798214783
62,7,-0.2775951180617261
62,8,-0.06946027150543992
62,9,-0.2864070309664767
62,10,0.4567382430165523
62,11,0.42480144644625095
62,12,1.016938551861547
63,1,0.7744372485889991
63,2,1.0395081838449987
63,3,0.5825198544544979
63,4,-0.8742828120994826
63,5,-0.9776531498961053
63,6,0.7377510599872301
63,7,-0.2420935857429061
63,8,-1.5872032843500208
63,9,0.010942713715370894
63,10,1.2141110541115845
63,11,-0.9178638323024628
63,12,1.226662239295622
64,1,0.15583503282204691
64,2,1.5066870451231877
64,3,0.6375052825292242
64,4,0.36486388759066546
64,5,-0.8108939061158686
64,6,-0.13825860518882518
64,7,0.962257439875146
64,8,0.3420402374156843
64,9,-0.9426300483883772
64,10,-0.7360571951996571
64,11,-0.32301788397995923
64,12,0.7928580533568628
65,1,-0.6118895799363722
65,2,-0.9628027691313917
65,3,-2.008002025939656
65,4,-0.6081109886244168
65,5,-1.9618060118652028
65,6,-1.0085738862603995
65,7,-2.0251643299664583
65,8,-1.2309699837959154
65,9,-2.5502186600937984
65,10,-2.1711505162980105
65,11,-0.9348692270258023
65,12,-0.7278598568545502
66,1,0.8813902833657191
66,2,2.0729152440906917
66,3,-0.4448847360581762
66,4,-0.5548012193049969
66,5,-3.2166876532935813
66,6,-0.16871208364948267
66,7,-0.6742807206865075
66,8,0.31387509036603667
66,9,-0.3680190960203087
66,10,0.033931162513536534
66,11,-0.3904346516828678
66,12,1.286279225657632
67,1,-0.403317241420748
67,2,-1.215120418331927
67,3,-1.485487191031148
67,4,-1.1049082227442382
67,5,-2.6188953185761257
67,6,-0.5781431237649733
67,7,-3.3163740340445615
67,8,-1.4514371587139996
67,9,-0.6635726206445899
67,10,-2.1541316327587126
67,11,-1.721406903925462
67,12,-1.1624373069079406
68,1,1.8553570888546218
68,2,2.2432141758368758
68,3,1.1521403175344491
68,4,2.9722974154624016
68,5,0.2194185082760824
68,6,0.439371573957964
68,7,0.35211153959446473
68,8,0.846095956967425
68,9,1.1145191780304482
68,10,2.1057911385544688
68,11,0.6494335758677403
68,12,2.8556497903815754
69,1,-0.2782016275456467
69,2,-0.7410770000284935
69,3,-0.9347654660218931
69,4,-0.9960963762669821
69,5,-1.863119366705948
69,6,0.37101427954468913
69,7,-1.3410376402811415
69,8,-1.1958854556050977
69,9,-1.7551056698251672
69,10,-0.33126252844106774
69,11,-1.1519503714623993
69,12,1.3497834776523028
70,1,-0.26169978015590445
70,2,0.6288926073668595
70,3,-0.10757525545482094
70,4,0.6445427080616152
70,5,-1.154179140054678
70,6,0.5203340536444291
70,7,1.60772826545934
70,8,-0.2051366903513217
70,9,0.49374862737813163
70,10,0.1458662085321356
70,11,0.8833705001602993
70,12,0.604941021907116
71,1,1.1741992533916246
71,2,1.7712655779416857
71,3,1.2371331498148979
71,4,1.1451980551378977
71,5,0.10133229542234401
71,6,-0.22510710260607236
71,7,-0.15625305585273563
71,8,0.3730567306521696
71,9,1.5318438566704824
71,10,1.0256213495200779
71,11,0.32310307987528286
71,12,1.8938143507850735
72,1,0.19725751428957916
72,2,0.07704393694881373
72,3,0.4215343478873137
72,4,-0.1813962700240842
72,5,-0.6615105614866392
72,6,-0.6524104314938572
72,7,-0.7800005371894714
72,8,-0.03519103539452682
72,9,-0.51528654365181
72,10,0.4080404583974466
72,11,0.14352052891679226
72,12,2.4484833796512366
73,1,1.8370422338664807
73,2,2.727147198657811
73,3,1.9558158197108646
73,4,3.428196624887874
73,5,1.717019745716728
73,6,2.2117087582803907
73,7,2.0062363637210083
73,8,1.0198057779318381
73,9,2.366633648464719
73,10,1.42971787770305
73,11,1.7828603435657067
73,12,2.7482803344338
74,1,-0.2499568352898351
74,2,0.504498886526899
74,3,-0.13207050294078015
74,4,0.04400916047932513
74,5,-2.4924363328007253
74,6,-1.7296573145967014
74,7,-1.2685059314102773
74,8,-1.783586249966284
74,9,-0.5638351106822779
74,10,-0.34329798597881117
74,11,-1.2206567370866623
74,12,-0.7039952499730423
75,1,1.0792074672067669
75,2,1.2075318376416393
75,3,-0.6035567750386164
75,4,1.309551114202935
75,5,-0.5425225059086232
75,6,0.7167036572428573
75,7,0.5897399485676622
75,8,1.1732710196079652
75,9,-0.19649885057558436
75,10,2.589550105300006
75,11,-0.051387719634726436
75,12,1.8254518201507273
76,1,0.35840019209277874
76,2,-0.24390752978425922
76,3,-0.07460891266816805
76,4,-0.7543534735864446
76,5,-1.9925969053902302
76,6,0.9465362827208479
76,7,-1.217927350291974
76,8,-0.7511017079037295
76,9,-2.1962086344422014
76,10,-0.35812303202305357
76,11,-0.9894724040422903
76,12,-0.7159778649137907
77,1,2.906773565895774
77,2,2.5548985697398545
77,3,1.602003636027681
77,4,2.520483690122436
77,5,1.318296731182336
77,6,2.5252367066661385
77,7,2.793279609494318
77,8,1.6739999947702755
77,9,2.4026979107069284
77,10,2.798667634287223
77,11,2.657250695506137
77,12,2.646363550563689
78,1,1.6730953782520677
78,2,1.86106208309248
78,3,-0.10390316588405912
78,4,0.20307960855715734
78,5,0.6990050580107166
78,6,1.456115719589088
78,7,-0.021470435574152513
78,8,0.7809359893360465
78,9,0.8616668248707379
78,10,0.6640954841251578
78,11,1.246410651379859
78,12,1.5381560475282363
79,1,0.7085617430284694
79,2,1.132116852465109
79,3,0.5841562426510165
79,4,-0.36046924940314445
79,5,-0.27644341627266766
79,6,1.3585173320640758
79,7,-0.5294602560494688
79,8,-1.0209145222998577
79,9,-0.6097597785444483
79,10,-0.21366140940503792
79,11,-0.0038071940994490183
79,12,1.9398870764815523
80,1,1.7549620325781221
80,2,1.2522632106365033
80,3,0.5414402944251073
80,4,2.038670189837335
80,5,-1.1010184681723458
80,6,0.9970436601272222
80,7,0.08958212752559475
80,8,1.3082369285745827
80,9,1.2979683943381994
80,10,1.0994194135237354
80,11,-0.49820854907348167
80,12,2.273787963784814
81,1,-1.0212969523013147
81,2,-0.45677425093243207
81,3,0.03349265217684505
81,4,0.5226206907878939
81,5,-1.2706694201074535
81,6,-0.8003834906183414
81,7,-1.8461429833594054
81,8,-0.8994165191412965
81,9,-0.29469750550449536
81,10,-0.026308713017571206
81,11,-2.0592278459052107
81,12,-0.6368331775218986
82,1,1.8476027224296985
82,2,2.8544468020136753
82,3,0.6522246188262167
82,4,2.5253670862846507
82,5,-0.4065860280975424
82,6,2.0338222949474587
82,7,1.1663451739242656
82,8,1.4882872698971474
82,9,3.124912171493953
82,10,1.9593713616801889
82,11,1.4842358259281194
82,12,2.589992912266789
83,1,0.33112541189806466
83,2,0.8913572180187616
83,3,-1.7477698321931183
83,4,-0.5208311382533352
83,5,-3.16934223160927
83,6,0.17865204184875938
83,7,-1.0973921022661017
83,8,-0.1735788585638478
83,9,-1.2125657511600314
83,10,-0.4361299873600958
83,11,-0.327668722446504
83,12,0.5561276255701026
84,1,0.018134349063322786
84,2,0.4028173963370739
84,3,-1.6522633754458798
84,4,-1.0148818396727317
84,5,-2.368521681164609
84,6,-1.6286369043408198
84,7,-3.260221467008092
84,8,-2.032275879552138
84,9,-0.2281793425875691
84,10,0.5723310009147147
84,11,-2.2808657947734896
84,12,-0.6830533862855788
85,1,-0.5589876718086699
85,2,1.2003161674562122
85,3,-0.2981831954586447
85,4,-0.4619063881955857
85,5,-1.1330794487873679
85,6,-0.5021991553337596
85,7,0.3412520933437026
85,8,0.15830800869905226
85,9,0.29518930544903355
85,10,1.1029829599951515
85,11,0.2781342342457295
85,12,-0.384119102120442
86,1,1.999597615970561
86,2,2.267879750683899
86,3,1.192372558126499
86,4,0.876433420377741
86,5,0.07093506731619563
86,6,0.9727397311631585
86,7,-0.24044827578079464
86,8,2.1434351052547136
86,9,0.029675425061923777
86,10,0.8928826624926647
86,11,1.6564749584887153
86,12,1.0267834047309363
87,1,1.4194820130777979
87,2,0.8306574834586445
87,3,-0.1427076448623195
87,4,-0.9119980072276543
87,5,-1.3753077315134457
87,6,0.5127984777472134
87,7,-0.5650931176346994
87,8,0.7521965466848907
87,9,0.3113673476331205
87,10,0.49754053053437397
87,11,-0.09483642898151441
87,12,1.5983017107310664
88,1,1.0940312874554357
88,2,0.9029113707084347
88,3,-0.07636109286096826
88,4,0.7674317364240273
88,5,-1.9271874025174018
88,6,-0.5618704859910898
88,7,0.2725826700366014
88,8,-1.1856535732482483
88,9,0.025828272634401184
